generation_id,base_meter,form,generated_word_count,candidate_train_docs,nearest_train_id,nearest_train_source_index,nearest_train_base_meter,nearest_train_form,train_normalized_exact,train_word5_jaccard,train_char5_jaccard,train_shared_word8_count,train_shared_word13_count,train_max_copied_word_span,reference_normalized_exact,reference_word5_jaccard,reference_char5_jaccard,reference_shared_word8_count,reference_shared_word13_count,reference_max_copied_word_span,train_copy_flag,train_copy_flag_reasons,reference_copy_flag,reference_copy_flag_reasons
shaer_test_000026,الكامل,مجزوء,64,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.02649,0,0,2,False,,False,
shaer_test_000027,الطويل,تام,35,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.076233,0,0,3,False,,False,
shaer_test_000028,المجتث,تام,12,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.060241,0,0,2,False,,False,
shaer_test_000029,البسيط,تام,22,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.051282,0,0,1,False,,False,
shaer_test_000030,الطويل,تام,59,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.05379,0,0,3,False,,False,
shaer_test_000031,الرمل,تام,20,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.342342,0,0,3,False,,False,
shaer_test_000032,الطويل,تام,119,8,140883,126972,الطويل,تام,False,0.009901,0.020681,0,0,6,False,0.0,0.036257,0,0,3,False,,False,
shaer_test_000033,الوافر,تام,30,0,,,,,False,0.0,0.0,0,0,0,False,0.219512,0.395973,5,0,12,False,,False,
shaer_test_000034,الطويل,تام,20,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.144928,0,0,4,False,,False,
shaer_test_000035,الطويل,تام,32,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.041322,0,0,2,False,,False,
shaer_test_000036,الخفيف,تام,10,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.153846,0,0,2,False,,False,
shaer_test_000037,الرمل,تام,165,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.018067,0,0,1,False,,False,
shaer_test_000038,المنسرح,تام,107,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.015564,0,0,3,False,,False,
shaer_test_000039,الطويل,تام,66,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.067511,0,0,2,False,,False,
shaer_test_000040,الطويل,تام,19,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.0,0,0,1,False,,False,
shaer_test_000041,الطويل,تام,51,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.034826,0,0,3,False,,False,
shaer_test_000042,البسيط,تام,28,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.06422,0,0,2,False,,False,
shaer_test_000043,الكامل,أحذ,44,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.029155,0,0,1,False,,False,
shaer_test_000044,البسيط,تام,82,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.0477,0,0,2,False,,False,
shaer_test_000045,الطويل,تام,98,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.038961,0,0,3,False,,False,
shaer_test_000046,الطويل,تام,136,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.032609,0,0,3,False,,False,
shaer_test_000047,الطويل,تام,113,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.007117,0,0,1,False,,False,
shaer_test_000048,الرمل,مجزوء,12,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.142857,0,0,2,False,,False,
shaer_test_000049,البسيط,تام,22,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.190476,0,0,4,False,,False,
shaer_test_000050,السريع,تام,16,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.0,0,0,1,False,,False,
shaer_test_000051,البسيط,تام,106,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.005202,0,0,1,False,,False,
shaer_test_000052,الكامل,تام,167,1,120032,107941,الكامل,تام,False,0.007353,0.049505,0,0,5,False,0.0,0.00689,0,0,1,False,,False,
shaer_test_000053,الطويل,تام,129,1,72413,64589,الطويل,تام,False,0.003676,0.015399,0,0,5,False,0.0,0.025237,0,0,3,False,,False,
shaer_test_000054,الطويل,تام,21,0,,,,,False,0.0,0.0,0,0,0,False,0.064516,0.304,0,0,6,False,,False,
shaer_test_000055,الطويل,تام,169,1,34190,30368,الطويل,تام,False,0.004608,0.018059,0,0,5,False,0.0,0.013709,0,0,2,False,,False,
shaer_test_000056,الوافر,تام,17,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.007519,0,0,1,False,,False,
shaer_test_000057,الطويل,تام,19,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.06,0,0,2,False,,False,
shaer_test_000058,الرجز,تام,92,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.052317,0,0,3,False,,False,
shaer_test_000059,الطويل,تام,22,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.058065,0,0,2,False,,False,
shaer_test_000060,السريع,تام,82,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.008183,0,0,1,False,,False,
shaer_test_000061,البسيط,تام,196,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.027086,0,0,3,False,,False,
shaer_test_000062,الطويل,تام,34,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.06867,0,0,2,False,,False,
shaer_test_000063,الكامل,تام,120,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.015444,0,0,2,False,,False,
shaer_test_000064,البسيط,تام,20,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.04908,0,0,1,False,,False,
shaer_test_000065,الكامل,تام,9,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.384615,0,0,2,False,,False,
shaer_test_000066,البسيط,تام,20,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.026316,0,0,1,False,,False,
shaer_test_000067,الكامل,أحذ,59,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.026052,0,0,1,False,,False,
shaer_test_000068,البسيط,تام,51,1,12877,11398,البسيط,تام,False,0.032609,0.131285,0,0,7,False,0.032609,0.131285,0,0,7,False,,False,
shaer_test_000069,السريع,تام,9,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.031746,0,0,1,False,,False,
shaer_test_000070,الطويل,تام,24,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.013158,0,0,2,False,,False,
shaer_test_000071,الطويل,تام,21,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.019231,0,0,1,False,,False,
shaer_test_000072,الكامل,تام,184,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.022529,0,0,2,False,,False,
shaer_test_000073,الهزج,تام,32,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.004525,0,0,1,False,,False,
shaer_test_000074,المتقارب,تام,19,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.09375,0,0,2,False,,False,
shaer_test_000075,الكامل,تام,67,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.0,0,0,1,False,,False,
shaer_test_000076,الخفيف,تام,50,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.057851,0,0,2,False,,False,
shaer_test_000077,الطويل,تام,11,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.111111,0,0,2,False,,False,
shaer_test_000078,الوافر,تام,20,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.057851,0,0,2,False,,False,
shaer_test_000079,الرمل,مجزوء,25,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.162651,0,0,3,False,,False,
shaer_test_000080,الطويل,تام,133,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.034659,0,0,4,False,,False,
shaer_test_000081,السريع,تام,28,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.065934,0,0,2,False,,False,
shaer_test_000082,الطويل,تام,24,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.138462,0,0,3,False,,False,
shaer_test_000083,الخفيف,تام,80,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.040856,0,0,4,False,,False,
shaer_test_000084,الخفيف,تام,28,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.00939,0,0,1,False,,False,
shaer_test_000085,الكامل,تام,27,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.003759,0,0,1,False,,False,
shaer_test_000086,المتقارب,تام,19,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.046154,0,0,2,False,,False,
shaer_test_000087,الطويل,تام,21,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.011905,0,0,1,False,,False,
shaer_test_000088,السريع,تام,43,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.007463,0,0,1,False,,False,
shaer_test_000089,السريع,تام,52,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.011461,0,0,1,False,,False,
shaer_test_000090,الطويل,تام,25,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.054545,0,0,3,False,,False,
shaer_test_000091,الكامل,مجزوء,18,0,,,,,False,0.0,0.0,0,0,0,False,0.074074,0.261905,0,0,6,False,,False,
shaer_test_000092,الخفيف,تام,29,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.00463,0,0,1,False,,False,
shaer_test_000093,الطويل,تام,66,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.146067,0,0,4,False,,False,
shaer_test_000094,المجتث,تام,27,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.010417,0,0,1,False,,False,
shaer_test_000095,الطويل,تام,48,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.021472,0,0,1,False,,False,
shaer_test_000096,الكامل,مجزوء,35,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.004854,0,0,2,False,,False,
shaer_test_000097,الوافر,تام,45,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.0,0,0,1,False,,False,
shaer_test_000098,الخفيف,تام,56,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.04401,0,0,2,False,,False,
shaer_test_000099,الكامل,تام,224,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.017196,0,0,3,False,,False,
shaer_test_000100,الطويل,تام,80,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.017271,0,0,2,False,,False,
shaer_test_000101,الخفيف,تام,36,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.066667,0,0,1,False,,False,
shaer_test_000102,الطويل,تام,33,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.008547,0,0,2,False,,False,
shaer_test_000103,المنسرح,تام,24,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.009756,0,0,1,False,,False,
shaer_test_000104,الوافر,تام,18,0,,,,,False,0.0,0.0,0,0,0,False,0.115385,0.14876,0,0,7,False,,False,
shaer_test_000105,الطويل,تام,24,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.024845,0,0,2,False,,False,
shaer_test_000106,الوافر,تام,40,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.013333,0,0,1,False,,False,
shaer_test_000107,الطويل,تام,13,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.0,0,0,1,False,,False,
shaer_test_000108,الطويل,تام,21,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.06,0,0,3,False,,False,
shaer_test_000109,المنسرح,تام,38,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.059041,0,0,2,False,,False,
shaer_test_000110,الخفيف,تام,238,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.011453,0,0,2,False,,False,
shaer_test_000111,الطويل,تام,51,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.007538,0,0,1,False,,False,
shaer_test_000112,الطويل,تام,23,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.064103,0,0,3,False,,False,
shaer_test_000113,الطويل,تام,41,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.026316,0,0,2,False,,False,
shaer_test_000114,الوافر,تام,27,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.069149,0,0,1,False,,False,
shaer_test_000115,البسيط,تام,11,1,4627,3980,البسيط,تام,False,0.018349,0.04328,0,0,6,False,0.0,0.246154,0,0,3,False,,False,
shaer_test_000116,الكامل,مجزوء,116,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.01358,0,0,2,False,,False,
shaer_test_000117,البسيط,مخلع,59,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.050847,0,0,2,False,,False,
shaer_test_000118,الطويل,تام,112,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.022388,0,0,2,False,,False,
shaer_test_000119,الخفيف,تام,28,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.018605,0,0,1,False,,False,
shaer_test_000120,السريع,تام,17,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.166667,0,0,2,False,,False,
shaer_test_000121,الكامل,تام,198,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.015222,0,0,3,False,,False,
shaer_test_000122,البسيط,تام,24,1,8235,7197,البسيط,تام,False,0.011561,0.023845,0,0,6,False,0.0,0.097403,0,0,3,False,,False,
shaer_test_000123,البسيط,تام,161,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.010573,0,0,1,False,,False,
shaer_test_000124,الكامل,تام,20,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.115942,0,0,3,False,,False,
shaer_test_000125,الكامل,تام,21,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.012903,0,0,1,False,,False,
shaer_test_000126,الوافر,تام,20,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.007143,0,0,1,False,,False,
shaer_test_000127,الكامل,تام,21,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.113636,0,0,3,False,,False,
shaer_test_000128,الطويل,تام,38,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.043478,0,0,2,False,,False,
shaer_test_000129,الكامل,تام,164,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.018092,0,0,1,False,,False,
shaer_test_000130,المنسرح,تام,20,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.086614,0,0,3,False,,False,
shaer_test_000131,الكامل,تام,21,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.082192,0,0,1,False,,False,
shaer_test_000132,البسيط,تام,22,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.12766,0,0,2,False,,False,
shaer_test_000133,البسيط,تام,21,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.039735,0,0,1,False,,False,
shaer_test_000134,الرمل,مجزوء,14,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.072289,0,0,2,False,,False,
shaer_test_000135,الطويل,تام,93,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.026207,0,0,2,False,,False,
shaer_test_000136,الطويل,تام,66,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.004338,0,0,1,False,,False,
shaer_test_000137,البسيط,تام,51,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.017157,0,0,1,False,,False,
shaer_test_000138,الرمل,مجزوء,15,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.077778,0,0,1,False,,False,
shaer_test_000139,الخفيف,تام,48,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.053571,0,0,2,False,,False,
shaer_test_000140,المتقارب,تام,38,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.010563,0,0,1,False,,False,
shaer_test_000141,الكامل,تام,113,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.035429,0,0,2,False,,False,
shaer_test_000142,الوافر,مجزوء,15,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.0,0,0,0,False,,False,
shaer_test_000143,البسيط,تام,37,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.012712,0,0,1,False,,False,
shaer_test_000144,الخفيف,تام,16,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.030075,0,0,1,False,,False,
shaer_test_000145,الطويل,تام,21,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.02439,0,0,1,False,,False,
shaer_test_000146,الخفيف,تام,65,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.110092,0,0,4,False,,False,
shaer_test_000147,الكامل,تام,21,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.019481,0,0,2,False,,False,
shaer_test_000148,الوافر,تام,58,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.016667,0,0,1,False,,False,
shaer_test_000149,الطويل,تام,22,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.076433,0,0,3,False,,False,
shaer_test_000150,الطويل,تام,68,2,4354,3728,الطويل,تام,False,0.012346,0.045307,0,0,5,False,0.007812,0.032787,0,0,5,False,,False,
shaer_test_000151,الطويل,تام,36,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.020661,0,0,2,False,,False,
shaer_test_000152,الطويل,تام,71,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.020833,0,0,1,False,,False,
shaer_test_000153,البسيط,تام,201,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.014862,0,0,2,False,,False,
shaer_test_000154,البسيط,تام,215,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.007555,0,0,1,False,,False,
shaer_test_000155,الطويل,تام,43,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.008955,0,0,1,False,,False,
shaer_test_000156,الكامل,مجزوء,24,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.077419,0,0,2,False,,False,
shaer_test_000157,الكامل,مجزوء,29,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.009174,0,0,1,False,,False,
shaer_test_000158,السريع,تام,20,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.170732,0,0,2,False,,False,
shaer_test_000159,الكامل,تام,31,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.048077,0,0,3,False,,False,
shaer_test_000160,الوافر,تام,17,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.022388,0,0,1,False,,False,
shaer_test_000161,الكامل,تام,26,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.048246,0,0,1,False,,False,
shaer_test_000162,الكامل,تام,20,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.084507,0,0,3,False,,False,
shaer_test_000163,الوافر,تام,44,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.019391,0,0,1,False,,False,
shaer_test_000164,البسيط,تام,48,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.041056,0,0,2,False,,False,
shaer_test_000165,المتقارب,تام,25,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.052083,0,0,1,False,,False,
shaer_test_000166,الكامل,تام,53,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.015707,0,0,1,False,,False,
shaer_test_000167,الوافر,مجزوء,32,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.034653,0,0,3,False,,False,
shaer_test_000168,المنسرح,تام,44,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.064815,0,0,3,False,,False,
shaer_test_000169,الطويل,تام,20,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.084967,0,0,2,False,,False,
shaer_test_000170,البسيط,تام,101,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.022956,0,0,2,False,,False,
shaer_test_000171,الطويل,تام,34,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.061404,0,0,3,False,,False,
shaer_test_000172,الكامل,تام,53,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.012853,0,0,1,False,,False,
shaer_test_000173,الكامل,تام,20,0,,,,,False,0.0,0.0,0,0,0,False,0.0625,0.143885,0,0,6,False,,False,
shaer_test_000174,البسيط,تام,18,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.03125,0,0,2,False,,False,
shaer_test_000175,البسيط,تام,23,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.02439,0,0,2,False,,False,
shaer_test_000176,الكامل,تام,76,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.024164,0,0,2,False,,False,
shaer_test_000177,السريع,تام,16,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.022727,0,0,1,False,,False,
shaer_test_000178,البسيط,تام,111,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.01224,0,0,1,False,,False,
shaer_test_000179,البسيط,تام,48,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.024845,0,0,3,False,,False,
shaer_test_000180,الطويل,تام,126,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.024202,0,0,1,False,,False,
shaer_test_000181,البسيط,تام,41,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.035714,0,0,2,False,,False,
shaer_test_000182,الكامل,تام,14,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.022222,0,0,1,False,,False,
shaer_test_000183,الكامل,تام,144,1,134429,121040,الكامل,تام,False,0.004274,0.016967,0,0,5,False,0.0,0.021905,0,0,2,False,,False,
shaer_test_000184,الطويل,تام,29,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.090498,0,0,3,False,,False,
shaer_test_000185,الطويل,تام,185,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.011799,0,0,2,False,,False,
shaer_test_000186,المتقارب,تام,33,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.003861,0,0,1,False,,False,
shaer_test_000187,الكامل,تام,51,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.005464,0,0,1,False,,False,
shaer_test_000188,الطويل,تام,11,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.041096,0,0,1,False,,False,
shaer_test_000189,الطويل,تام,18,0,,,,,False,0.0,0.0,0,0,0,False,0.076923,0.224806,0,0,6,False,,False,
shaer_test_000190,الطويل,تام,21,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.060403,0,0,2,False,,False,
shaer_test_000191,الكامل,تام,31,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.054167,0,0,2,False,,False,
shaer_test_000192,الخفيف,تام,100,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.097333,0,0,4,False,,False,
shaer_test_000193,البسيط,تام,25,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.088608,0,0,1,False,,False,
shaer_test_000194,الكامل,مجزوء,43,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.11437,0,0,3,False,,False,
shaer_test_000195,الطويل,تام,30,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.004219,0,0,1,False,,False,
shaer_test_000196,البسيط,تام,12,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.0,0,0,0,False,,False,
shaer_test_000197,الكامل,تام,59,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.022727,0,0,3,False,,False,
shaer_test_000198,البسيط,مخلع,41,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.074219,0,0,2,False,,False,
shaer_test_000199,الطويل,تام,31,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.061404,0,0,1,False,,False,
shaer_test_000200,الكامل,مجزوء,30,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.013158,0,0,1,False,,False,
shaer_test_000201,الرمل,مجزوء,108,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.013889,0,0,1,False,,False,
shaer_test_000202,الوافر,تام,95,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.035313,0,0,3,False,,False,
shaer_test_000203,البسيط,تام,80,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.01318,0,0,1,False,,False,
shaer_test_000204,السريع,تام,14,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.023077,0,0,1,False,,False,
shaer_test_000205,الكامل,مجزوء,15,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.009901,0,0,1,False,,False,
shaer_test_000206,السريع,تام,16,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.015873,0,0,2,False,,False,
shaer_test_000207,البسيط,تام,75,0,,,,,False,0.0,0.0,0,0,0,False,0.007634,0.076759,0,0,5,False,,False,
shaer_test_000208,المتقارب,تام,36,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.043825,0,0,3,False,,False,
