row_idx,poem_title,poet_name,gold_bayt,pred_bayt,exact_match,char_match_ratio
17868,ويد يراها الدهر غير ذميمة,أبو فراس الحمداني,وَيَدٍ يَراها الدَهرُ غَيرَ ذَميمَةٍ,"وَيَدٍ يَراها الدَهرُ غَيرَ ذَميمَةٍ

البيت:
وَأَحْبَسَتْهُ بِالْ",0,1.0
83199,,عباس كاشف الغطاء,يــا مــن بــذكـر عـلاه,"يــا مــن بــذكـر عـلاه

البيت:
يــا مــن بــذكـر عـ",0,1.0
61164,أنعت كلبا أهله من كده,ابو نواس,أَنعَتُ كَلباً أَهلُهُ مِن كَدِّهِ,"أَنعَتُ كَلباً أَهلُهُ مِن كَدِّهِ

البيت:
أَتَجَسَّسُ عَلَى أ",0,1.0
49481,جزت حد المديح قولاً وفعلا,ابن الساعاتي,جزت حدَّ المديح قولاً وفعلا,"جزت حدَّ المديح قولاً وفعلا

البيت:
أنتِ من أين؟
أنتِ من أين؟

أعد كت",0,1.0
200284,سباق,محمود مفلح,وفي زمن الضفادع صرتُ أرنو,"وفي زمن الضفادع صرتُ أرنو

البيت:
وَأَحْبُّ أَنْ أَكُ",0,1.0
202418,انا محتار باستغراب,سلطان عتيق الحربي,انا مسلم وباسم الدين .. فتوى الدين مافتيها,"أنا مسلم وباسم الدين .. فتوى الدين مافتيها

البيت:
أنتِ من أين؟
أنتِ من أين؟
أنتِ من أين؟
أنتِ من أين؟
أ",0,0.9761904761904762
93392,,أشجَع السَلمي,أَصـبَـحـتُ مَـحموداً عَلى مَوضِعٍ,"أَصـبَـحـتُ مَـحموداً عَلى مَوضِعٍ

البيت:
أَصـبَـحـتُ م",0,1.0
170469,يا من أتانا بالكتاب,معروف النودهي,يا من أتانا بالكتاب,"يا من أتانا بالكتاب

البيت:
يا من أتانا بالكتاب

أعد كتابة البيت كما هو تمامًا:",0,1.0
125618,,محمد بن حازم الباهلي,لا حـيـنَ صَـبـرٍ فَـخَـلِّ الدَمعَ يَنهَمِلُ,"لا حـيـنَ صَـبـرٍ فَـخَـلِّ الدَمعَ يَنهَمِلُ

البيت:
لا حـيـنَ صَـبـرٍ فَـ",0,1.0
90897,,محمد الأمين البوصادي,عــلى مـنـزل كـان الحـبـيـب بـه قُـلِ ,"عــلى مـنـزل كـان الحـبـيـب بـه قُـلِ 

البيت:
وَأَحْبَسَتْهُ ال",0,1.0
6679,أمنت على السر امرء غير حازم,أبو الأسود الدؤلي,أَمِنتُ عَلى السِرِّ امرَءً غَيرَ حازِمٍ,"أَمِنتُ عَلى السِرِّ امرَءً غَيرَ حازِمٍ

البيت:
أَمِنتُ عَلى السِرِّ امرَءً غَير",0,1.0
15723,يا بأبي المختلس المستلب,سبط ابن التعاويذي,يا بِأَبي المُختَلَسُ المُستَلَب,"يا بِأَبي المُختَلَسُ المُستَلَب

البيت:
أَتَذَكَّرُ أَنَّهُ كَانَ ي",0,1.0
249140,تكوينات (6),عدنان الصائغ,أراد أنْ يقلّدَ هديرَ البحرِ,"أراد أنْ يقلّدَ هديرَ البحرِ

البيت:
أراد أنْ يقلّدَ هديرَ البحرِ

أعد كتابة البيت",0,1.0
64253,يا ربة الصمت أنت آمنة,أبو العلاء المعري,يا رَبَّةَ الصَمتِ أَنتِ آمِنَةٌ,"يا رَبَّةَ الصَمتِ أَنتِ آمِنَةٌ

البيت:
أَتَذَكَّرُ أَنَّكَ قُ",0,1.0
15396,أي خطب دها ربوع الشام,معروف الرصافي,أيّ خطب دها ربوع الشام,"أيّ خطب دها ربوع الشام

البيت:
أنتِ من أين أين أين أين أين أين",0,1.0
113311,,مصطفى صادق الرافعي,فــاتــنــةٌ فــي أضـلعـي,"فــاتــنــةٌ فــي أضـلعـي

البيت:
أنتِ الـمـنـتـظ",0,1.0
193793,الوزارة,أحمد بن هلال العبري,أتتك الوزارةُ منقادةً,"أتتك الوزارةُ منقادةً

البيت:
أنتِ من أين؟

أعد كتابة البيت كما هو تمام",0,1.0
28474,يحول عن قريب من قصور,الحسين بن علي,يُحَوَّلُ عَن قَريبٍ مِن قُصورٍ,"يُحَوَّلُ عَن قَريبٍ مِن قُصورٍ

البيت:
وَأَحْبَسُهُ فِي ق",0,1.0
24060,متى حلم السعادة يضمحل,أبو الفضل الوليد,مَتى حلُم السعادةِ يَضمحِلُّ,"مَتى حلُم السعادةِ يَضمحِلُّ

البيت:
مَتى حلُم السعادةِ يَضمحِلُّ

أ",0,1.0
136448,,رزق الله حسون,مـذ بـتُّ مـغـتـريـاً فـي الارض اقـصـاهـا,"مـذ بـتُّ مـغـتـريـاً فـي الارض اقـصـاهـا

البيت:
وَأَقْرَأُ الْقُرْآن",0,1.0
220083,قصَّرتُ في حق الصديق الحاني وفي حقوق أصدقائي,خالد مصباح مظلوم,قصَّرتُ في حق الصديق الحاني,"قصَّرتُ في حق الصديق الحاني

البيت:
أنتِ من أين؟
أنتِ من أين؟

أعد كتابة",0,1.0
23734,لنا صديق كلا صديق,ابن الرومي,لنا صديقٌ كلا صديقٍ,"لنا صديقٌ كلا صديقٍ

البيت:
أنتِ يا حبيبتي يا حبيبتي",0,1.0
7955,لميخائيل تم قران سعد,إبراهيم اليازجي,لميخائيلَ تمَّ قِرانُ سعدٍ,"لميخائيلَ تمَّ قِرانُ سعدٍ

البيت:
أَحْبُّ أَنْ أَكُونَ",0,1.0
161488,لا تغاري حلوتي أبدا,صالح طه ( ظميان غدير ),لا تقولي من أكون أنـا  ؟,"لا تقولي من أكون أنـا  ؟

البيت:
لا تقولي من أكون أنـا  ؟

أعد كتابة البيت",0,1.0
16625,والناس يلحون الأمير إذا هم,لبيد بن ربيعة,وَالناسُ يَلحَونَ الأَميرَ إِذا هُمُ,"وَالناسُ يَلحَونَ الأَميرَ إِذا هُمُ

البيت:
وَالناسُ يَلحَونَ الأَميرَ إِذا ه",0,1.0
182990,يا دار يومك بالغميم محجل,مهدي البغدادي,يا دار يومك بالغميم محجل,"يا دار يومك بالغميم محجل

البيت:
يا دار يومك بالغميم محجل

أعد كتابة البيت كما هو تمامًا",0,1.0
208145,أهديت والمهدي ثمين,جبران خليل جبران,أهديت والمهدي ثمين,"أهديت والمهدي ثمين

البيت:
أهديت والمهدي ثمين

أعد كتابة البيت",0,1.0
195028,أَنِّي تركت لذا الورى دنياهم,بهاء الدين ابن النحاس,أَنِّي تركت لذا الورى دنياهم,"أَنِّي تركت لذا الورى دنياهم

البيت:
وَأَتَجَوَّلُ فِي الْأَرْ",0,1.0
139866,,أبو الحسن المعنوي,وكــل مــصــيــبــات الزمــان وجــدتـهـا ,"وكــل مــصــيــبــات الزمــان وجــدتـهـا 

البيت:
وَكُلُّ مَصَائِبِ الزَّمَانِ",0,1.0
38610,حصان,نزار قباني,حاذري أن تقعي بين يديا,"حاذري أن تقعي بين يديا

البيت:
أنتِ من أين؟
أنتِ من أين؟",0,1.0
124922,,أرطأة بن سهيّة,ولما بدت أعلام صبح بذي الغضا,"ولما بدت أعلام صبح بذي الغضا

البيت:
ولما بدت أعلام صبح بذي الغضا

أعد كتابة البيت كما هو تمامًا:",0,1.0
178952,عَلَى الْوَرَقْ,غيداء الأيوبي,عَلَى الْوَرَقْ,"عَلَى الْوَرَقْ

البيت:
عَلَى الْوَر",0,1.0
143713,,ماء العينين,مـنـك فـضـلاً شـفـاء كل مريض,"مـنـك فـضـلاً شـفـاء كل مريض

البيت:
أنتِ الـمـنـتـظـر",0,1.0
163525,تلك ربوع الحي في سفح النقا  ( المقصورة ),أبو مسلم البهلاني,تلك ربوع الحي في سفح النقا,"تلك ربوع الحي في سفح النقا

البيت:
تلك ربوع الحي في سفح النقا

أعد كتابة البيت كما هو تمامًا",0,1.0
159450,,أحمد فارس الشدياق,قد كان طبع أبي دلامة إنه   ,"قد كان طبع أبي دلامة إنه   

البيت:
قد كان طبع أبي دلامة إنه   

أعد كتابة البيت كما هو تمامًا:",0,1.0
132903,,ابن فُركون,بُـشْـرى بـمَـقْـدَمِهـا الإسْـلامُ يـبْـتَهِـجُ,"بُـشْـرى بـمَـقْـدَمِهـا الإسْـلامُ يـبْـتَهِـجُ

البيت:
وَأَسْرَى بِهِ إ",0,1.0
70036,,محسن أبو الحب,للّه درّ أبــي الهــادي وَمـا صَـنَـعـا,"للّه درّ أبــي الهــادي وَمـا صَـنَـعـا

البيت:
أَحْبُّكَ حَبّاً لَنْ يَزُ",0,1.0
240962,فَلِمَنْ أهرُب ؟!,عبدالعزيز جويدة,يا كُلَّ الكُرةِ الأرضيَّةْ,"يا كُلَّ الكُرةِ الأرضيَّةْ

البيت:
يا كُلَّ الكُرةِ الأرضيَّةْ

أعد",0,1.0
155656,,ابن ليون التجيبي,عــدة الكــريــم عــطـيـةٌ,"عــدة الكــريــم عــطـيـةٌ

البيت:
أَحْبُّ الْحَكَمَ",0,1.0
162859,الطبيب الشاعر,محمود غنيم,فيمَ البقاءُ وهؤلاء رفاقي,"فيمَ البقاءُ وهؤلاء رفاقي

البيت:
أنتِ من أين؟
أنتِ من أين؟
أنت",0,1.0
30316,فضضت عن الدن مسك الختام,السراج الوراق,فَضَضتُ عَنِ الدَّنِّ مِسْكَ الخِتامِ,"فَضَضتُ عَنِ الدَّنِّ مِسْكَ الخِتامِ

البيت:
وَأَسْكَتَتْ أَسْن",0,1.0
136579,,محمد الفائز القيرواني,هـذه صـورة الحـبـيـب المـفدى,"هـذه صـورة الحـبـيـب المـفدى

البيت:
أنتِ الـمـنـتـظـر ال",0,1.0
113181,,أديب التقي,إِذا نَحنُ جاوَزنا الشَباب فَإِنَّما,"إِذا نَحنُ جاوَزنا الشَباب فَإِنَّما

البيت:
وَأَحْبَبْتُهُ لِأَنَّه",0,1.0
199603,مراوغة,إبراهيم محمد إبراهيم,يبلعُ الجمرةَ،,"يبلعُ الجمرةَ،

البيت:
يبلعُ الجمرةَ،

أ",0,1.0
94999,,أديب اسحاق,وإذا القريض أردتُ وصفكما بهِ,"وإذا القريض أردتُ وصفكما بهِ

البيت:
وإذا القريض أردتُ وصفكما بهِ

أعد كتابة البيت كما هو",0,1.0
245877,اليتيم,إيليا أبو ماضي,خبّروني ماذا رأيتم ؟ أطفالا,"خبّروني ماذا رأيتم ؟ أطفالا

البيت:
أنتِ التي تجعلني أستمتع بالليل

أعد كتابة البيت كما هو",0,1.0
26066,بان الخليط ورفع الخرق,المسيب بن علس,بانَ الخَليطُ وَرُفِّعَ الخِرقُ,"بانَ الخَليطُ وَرُفِّعَ الخِرقُ

البيت:
وَأَحْبَسَتْهُ بِال",0,1.0
223799,حبلى,نزار قباني,حُبلى,"حُبلى

البيت:
حُبلى",0,1.0
158318,,رقاش أخت جذيمة الوضاح,أَنـت زوّجـتني وَما كنتُ أَدري,"أَنـت زوّجـتني وَما كنتُ أَدري

البيت:
أَنـت زوّجـتني وَما كنتُ أ",0,1.0
50746,يا هلالا خداه تفاحتان,الشريف العقيلي,يا هِلالاً خَدّاهُ تُفّاحَتانِ,"يا هِلالاً خَدّاهُ تُفّاحَتانِ

البيت:
يا هِلالاً خَدّاهُ تُفّاحَتانِ",0,1.0
70540,,ابن هتيمل,أتَــرَى مــاسَــنَّ ذَيــاكَ الطَّلــا,"أتَــرَى مــاسَــنَّ ذَيــاكَ الطَّلــا

البيت:
أَتَجَوَّلُ فِي الْبَحْرِ",0,1.0
42601,لا يأمن الدهر إلا الخائن البطر,ابو العتاهية,لا يَأمَنُ الدَهرُ إِلّا الخائِنُ البَطِرُ,"لا يَأمَنُ الدَهرُ إِلّا الخائِنُ البَطِرُ

البيت:
وَالْحَقُّ يَقُولُ: أَنَا أَحْ",0,1.0
2961,ألا فاذكرا العهد الذي كان بيننا,محمد المعولي,ألا فاذكرا العهد الذي كان بيننا,"ألا فاذكرا العهد الذي كان بيننا

البيت:
ألا فاذكرا العهد الذي كان بيننا

أعد كتابة البيت كما هو تمامًا:
أ",0,1.0
168339,نيسان بين أفراح وأشجان,صالح محمّد جرّار,يا مَن تشَكّى  من هموم  زمانه,"يا مَن تشَكّى  من هموم  زمانه

البيت:
أنتِ الوردة  في  حديقتي  الجميلة",0,1.0
134292,,علي الجشي,الله كـم كـابد ابن المصطفى نوباً,"الله كـم كـابد ابن المصطفى نوباً

البيت:
أنتِ التي تمنحين الحياة للبشرية

أعد كتابة البيت كما هو تمامًا",0,1.0
108777,,عبد الله بن رواحة,وَفـيـنـا رَسـولُ اللَهِ يَـتـلو كِتابَهُ,"وَفـيـنـا رَسـولُ اللَهِ يَـتـلو كِتابَهُ

البيت:
وَفـيـنـا رَسـولُ الل",0,1.0
118821,,ابن دانيال الموصلي,مـــا ليِّ شـــفّــةُ الوَرَى مــحــصــولُ,"مـــا ليِّ شـــفّــةُ الوَرَى مــحــصــولُ

البيت:
أَحْبُّ أَنْ أَكُونَ مَوْتَ",0,1.0
20595,يا فاضلا حمدت منه مودته,ابن نباته المصري,يا فاضلاً حمدت منه مودّته,"يا فاضلاً حمدت منه مودّته

البيت:
يا فاضلاً حمدت منه مودّته

أعد كتابة البيت كما هو تمام",0,1.0
146533,,هارون بن علي المنجم,عليُّ يا ذا الجودِ والمعالي,"عليُّ يا ذا الجودِ والمعالي

البيت:
عليُّ يا ذا الجودِ والمعالي

أعد كتابة البيت كما هو تمامًا:
علي",0,1.0
62723,فإن يكن قد قضى من خله وطراً,النابغة الذبياني,فَإِن يَكُن قَد قَضى مِن خِلِّهِ وَطراً,"فَإِن يَكُن قَد قَضى مِن خِلِّهِ وَطراً

البيت:
وَإِن يَكُن قَد قَضى مِن خِلِّ",0,1.0
108668,,مسافع بن عبد العزى الضمري,جــلســت غــديــة وأبــو عــقــيــل,"جــلســت غــديــة وأبــو عــقــيــل

البيت:
أَتَجَوَّلُ فِي الْبَحْ",0,1.0
229010,حقول السمسم والمرجان,السيد عبد الله سالم,حقول السمسم والمرجان,"حقول السمسم والمرجان

البيت:
حقول السمسم والمرجان

أعد كتابة البيت كما هو",0,1.0
165612,لَئِن نفذ الْقدر السَّابِق,محمد ابراهيم العامري الْخَطِيب,لَئِن نفذ الْقدر السَّابِق,"لَئِن نفذ الْقدر السَّابِق

البيت:
وَأَحْبَسَتْهُ الْ",0,1.0
198259,ميت دفنته أمس,سلطان الجالي,عطني حقيقه بس,"عطني حقيقه بس

البيت:
أنتِ لستِ من هذا العالم

أ",0,1.0
236575,زبرجدة..,عماد علي قطري,إلى علي الغريب,"إلى علي الغريب

البيت:
إلى علي الغريب

أعد كتابة البيت كما هو",0,1.0
139392,,ابن شهاب العلوي,بــروحــي غــزال فــي فـؤادي مـقـامـه,"بــروحــي غــزال فــي فـؤادي مـقـامـه

البيت:
أنتِ الوردة التي تفتحت في روحي

أعد كتابة البيت",0,1.0
189687,ترى يتألف الشمل الصديع,نصر بن الحسن بن جوشن,ترى يتألف الشمل الصديع,"ترى يتألف الشمل الصديع

البيت:
أنتِ من أين أتيتِ يا حبيبتي

أ",0,1.0
208292,يا من زها بسناه صدر النادي,جبران خليل جبران,يا من زها بسناه صدر النادي,"يا من زها بسناه صدر النادي

البيت:
يا من زها بسناه صدر النادي

أعد كتابة البيت كما هو تمامًا:",0,1.0
80387,,الشمردل بن شريك,طَــربــتُ وذُو الحِــلم قَــد يَـطـرَبُ,"طَــربــتُ وذُو الحِــلم قَــد يَـطـرَبُ

البيت:
وَأَحْبُّ أَنْ أَكُون",0,1.0
186962,كشف الستار.,علاء الأديب,كشف الستار وبانت الأسرار,"كشف الستار وبانت الأسرار

البيت:
أنتِ من أضاءتِ قلبي

أعد كتابة البيت كما هو تمامًا",0,1.0
15219,لقد جمع الشيخ هذي الكتب,معروف الرصافي,لقد جمع الشيخ هذي الكتب,"لقد جمع الشيخ هذي الكتب

البيت:
أنتِ من أين أنتِ يا حبيبتي

أعد كتابة البيت كما",0,1.0
134446,,المغيرة بن حبناء,قُل لِلمُهَلَّبِ قَد وَقيتَ نُفوسَنا,"قُل لِلمُهَلَّبِ قَد وَقيتَ نُفوسَنا

البيت:
وَأَحْرَقَتْ أَجْ",0,1.0
252726,فجر هارب,معز عمر بخيت,ما مهم لو عاجبك انتِ,"ما مهم لو عاجبك انتِ

البيت:
ما مهم لو عاجبك انتِ

أعد كتابة البيت كما هو",0,1.0
196333,دمـــــوع       !!!,محمد كمال السخيري,سالت دموعي أسى من فرط أحزان,"سالت دموعي أسى من فرط أحزان

البيت:
أنتِ من أضرمتِ النار في قلبي

أعد كتابة البيت",0,1.0
96633,,الأُحَيمِر السَعدي,وَقالَت أَرى رَبعَ القَوامِ وَشاقَها,"وَقالَت أَرى رَبعَ القَوامِ وَشاقَها

البيت:
وَقالَت أَرى رَبعَ القَوامِ وَشاق",0,1.0
181409,مصرع سياسي,علي محمود طه,كم شهيد فيك مهدور الدّماء,"كم شهيد فيك مهدور الدّماء

البيت:
أنتِ في قلبي كالنّار في الهشيم

أعد كتابة",0,1.0
76857,,المفتي فتح الله,وَذي جَـمـالٍ كَـأَنّ الشّـمـسَ وَجـنَـتـهُ,"وَذي جَـمـالٍ كَـأَنّ الشّـمـسَ وَجـنَـتـهُ

البيت:
وَذِكْرَى لِمَنْ",0,1.0
196113,قانون الغياب,تالا أحمد الخطيب,‏لكَ يستقيمُ مع الزمانِ كتابُ,"لكَ يستقيمُ مع الزمانِ كتابُ

البيت:
‏لكَ يستقيمُ مع الزمانِ كتابُ

أعد كتابة البيت كما هو تمامًا",0,0.0
149005,,نصر الله الحائري,تـقـر عـيـني وروحي,"تـقـر عـيـني وروحي

البيت:
تـقـر عـيـني",0,1.0
190088,.. وغيري يقطفُ ومضي,أ.د/ مصطفى الشليح,الأقاصي.. ونخلتان بأرضي,"الأقاصي.. ونخلتان بأرضي

البيت:
أنتِ من أين؟
أنتِ من أين؟",0,1.0
227465,"بِالبَابِ قِـفْ, لَـن أَلتَقِيـكَ مُجَـدَّدا",عمر هزاع,"- سَلمَى- تَقُولُ, ( وَبِتْ هُنَاكَ مُسَهَّدا)","- سَلمَى- تَقُولُ, ( وَبِتْ هُنَاكَ مُسَهَّدا)

البيت:
- سَلمَى- تَقُولُ, ( وَبِ",0,1.0
242372,جسمي نحيل بالحُبّ والحبِّ,علي بن محمد التهامي,جسمي نحيل بالحُبّ والحبِّ,"جسمي نحيل بالحُبّ والحبِّ

البيت:
أنتِ من أُحبّكِ، يا حبيبتي،",0,1.0
248449,تَحَبَّبْ إِلَى الإِخْوَانِ بِالْحِلْمِ تَغْتَنِمْ,محمود سامي البارودي,تَحَبَّبْ إِلَى الإِخْوَانِ بِالْحِلْمِ تَغْتَنِمْ,"تَحَبَّبْ إِلَى الإِخْوَةِ بِالْحِلْمِ تَغْتَنِمْ

البيت:
وَأَحْبِبْهُمْ بِالْح",0,0.48
248159,وحدها مَن تدلّـني دون خيانـة,علي ناصر كنانة,أتسلّلُ من الزحام,"أتسلّلُ من الزحام

البيت:
أنتِ في كل مكان

أعد كتابة البيت كما",0,1.0
46082,لجأت إلى عتباك فاستبق من لجا,ابن قلاقس,لَجَأْتُ إِلى عُتْبَاكَ فاسْتَبْقِ مَنْ لَجَا,"لَجَأْتُ إِلى عُتْبَاكَ فاسْتَبْقِ مَنْ لَجَا

البيت:
أَتَذَكَّرُ أَيَّامَ",0,1.0
74862,,أحمد الكاشف,أمن النقيض إلى النقيض تحولت,"أمن النقيض إلى النقيض تحولت

البيت:
أمن النقيض إلى النقيض تحولت

أعد كتابة البيت كما هو تمام",0,1.0
206126,خمر الشعر,ملك إسماعيل,دُعيتُ إلى سويحاتِ السـجالِ,"دُعيتُ إلى سويحاتِ السـجالِ

البيت:
أَحْبُّ أَنْ أَكُونَ",0,1.0
163492,قل للعواذل إن عابُوا محاسنهُ,علي الغراب الصفاقسي,قل للعواذل إن عابُوا محاسنهُ,"قل للعواذل إن عابُوا محاسنهُ

البيت:
أنتِ التي أُعطيْتِ من الجمالِ ما أُع",0,1.0
142289,,حمدون بن الحاج السلمي,نَظَرُ المُحِبِّ إِلَى جَمَالِ حَبِيبِهِ,"نَظَرُ المُحِبِّ إِلَى جَمَالِ حَبِيبِهِ

البيت:
وَالْعَشْقُ يَحْرِقُ",0,1.0
80952,,عبد الحسين محي الدين,ســعـى فـي النـدى فـي أبـاريـق صـرخـد,"ســعـى فـي النـدى فـي أبـاريـق صـرخـد

البيت:
أَحْبُّ الْحَكَمَةَ وَ",0,1.0
29714,في كريم المرابع,مطلق عبد الخالق,في كريم المرابع,"في كريم المرابع

البيت:
في كريم المرابع

أعد كتابة البيت كما هو تمام",0,1.0
182319,الشعر و المشاعر,جمال مرسي,الشعر و المشاعر,"الشعر و المشاعر

البيت:
الشعر و المشاعر

أعد كتابة البيت كما هو تمام",0,1.0
45097,ما بعد بغداد للنفوس هوى,صفي الدين الحلي,ما بَعدَ بَغدادَ لِلنُفوسِ هَوىً,"ما بَعدَ بَغدادَ لِلنُفوسِ هَوىً

البيت:
وَأَحْبَبْتُهَا لِ",0,1.0
165912,ودي بـك وابيـك,محمد بن فطيس المري,ودي بـك وابيـك وابـاك وابـغـاك,"ودي بـك وابيـك وابـاك وابـغـاك

البيت:
أنتِ حبيبتي وأنتِ حبيبتي وأنتِ ح",0,1.0
13680,قد كاد أو قد هم بالبيود,ذو الرمة,قَد كادَ أَو قَد هَمَّ بِالبُيودِ,"قَد كادَ أَو قَد هَمَّ بِالبُيودِ

البيت:
وَأَحْبَسَتْهُ أَح",0,1.0
54330,في الأصدقاء خليل,الشاذلي خزنه دار,في الأصدقاء خليل,"في الأصدقاء خليل

البيت:
في الأصدقاء خليل

أعد كتابة البيت كما هو",0,1.0
75992,,المفتي فتح الله,بَــيِّنــْ لنــا أُحــجــيــةً,"بَــيِّنــْ لنــا أُحــجــيــةً

البيت:
أَحْبُّكَ حُبَّاً",0,1.0
157747,,عبد الباقي العمري,أنــي ولله الحــمـيـد المـنـه,"أنــي ولله الحــمـيـد المـنـه

البيت:
أنتِ لـي وقلبي معكِ

أعد كت",0,1.0
101677,,الجزار السرقسطي,أَروم الجــود مِــن زَمَـنٍ شَـحـيـحِ,"أَروم الجــود مِــن زَمَـنٍ شَـحـيـحِ

البيت:
أَروم الجــود مِــن زَمَـنٍ",0,1.0
150650,,عبد الرحيم البردعي,عــاهــدوا الربـع ولوعـاً وغـرامـاً,"عــاهــدوا الربـع ولوعـاً وغـرامـاً

البيت:
أنتِ الوردة التي تفتحت في حديقتي

أعد كتابة البيت",0,1.0
108470,,ابن الجياب الغرناطي,بشرى كما انبلج الصباح المسفرُ,"بشرى كما انبلج الصباح المسفرُ

البيت:
أنتِ من أين؟
أنتِ من أين؟
أنتِ من أ",0,1.0
129725,,مالك بن المُرحَّل,قــصــيــد بـمـا جـاءَ الرسـولُ مُـصـدِّقُ,"قــصــيــد بـمـا جـاءَ الرسـولُ مُـصـدِّقُ

البيت:
وَأَحْبُّ أَنْ أَكُونَ",0,1.0
179017,مَرْضِيَّةُ الْحُبِّ,غيداء الأيوبي,مَرْضِيَّةُ الْحُبِّ رُوحِي وَاسْلَمِي,"مَرْضِيَّةُ الْحُبِّ رُوحِي وَاسْلَمِي

البيت:
أَحْبُّ الْحُبَّ لِأَنَّ",0,1.0
159109,,أحمد فارس الشدياق,يـا سـامي الأوصاف إن لديك من,"يـا سـامي الأوصاف إن لديك من

البيت:
يـا سـامي الأوصاف إن لديك من

أعد كتابة البيت كما هو",0,1.0
