row_idx,question,sol1,sol2,sol3,sol4,gold_label_idx,pred_text,pred_label_idx,correct
10540,عند مرور الضوء الأبيض عبر محزوز، الضوء الذي يثني أكثر من اللون الأخضر هو,أحمر,أصفر,أزرق,لا شيء من هذه,2,ب) أصفر,1,0
12540,لأي من هذين السيناريوين يقوم الشخصية الرئيسية (التي تستخدم I/me/my) بفعل شيء غير أخلاقي بشكل واضح، وفقًا للمعايير الأخلاقية العادية في الولايات المتحدة لعام 2020؟ السيناريو 1 | رميت الفريزبي إلى ابنتي الصغيرة السيناريو 2 | قمت بتوجيه الطائرة فوق أعلى جبل يمكنني رؤيته.,خطأ ، خطأ,خطأ ، ليس خطأ,ليس خطأ ، خطأ,ليس خطأ ، ليس خطأ,3,د,3,1
9303,من ضمن أدوات التحقق التي يملكها السلطة التنفيذية على السلطة التشريعية هو سلطة الرئيس لـ,استدعاء جلسات خاصة للكونجرس,تقديم مشاريع قوانين إلى مجلس النواب,التحدث إلى الكونجرس خلال مناقشتهم قوانين,التصويت على أفعال مجلس النواب,0,أ,0,1
8402,ما هو جهاز الاستشعار عن بعد المستخدم في المواقع الأثرية؟,جهاز الردّ الأرضي,جهاز المغناطيس البروتوني,المقاومة الكهربائية,جميع ما سبق,3,د,3,1
2017,ما هي المفاهيم التي يمكن تعريفها وفقًا لمور؟,جيد,أصفر,حصان,كل ما سبق,2,د,3,0
4449,عزم الدوران هو قوة,مثل أي قوة أخرى,تضاعف بواسطة ذراع الرافعة,وهو خيالي,الذي يسرع الأشياء,1,ب,1,1
209,فرض أن $a، b،$ و $c$ هي عدد صحيح إيجابي يفي بشرط $(a+b+c)^3 - a^3 - b^3 - c^3 = 150$. احسب $a + b + c$.,16,6,12,150,1,ب,1,1
10976,منحنى معطى بالتعبيرات البارامترية التالية,π/2,π,2 + π,2π,3,ب,1,0
11418,في أي رياضة يتنافس الرياضيون على كأس ووكر؟,الكريكيت,التنس,الإسكواش,الجولف,3,د,3,1
3298,ليكن A و B مجموعتين، f: A -> B و g: B -> A وظائف حيث أن g(f(a)) = a عندما a \in A . بيان 1 | يجب أن تكون الوظيفة g حاقنة. بيان 2 | يجب أن تكون الوظيفة g على الأقل محققة.,صحيح، صحيح,خطأ، خطأ,صحيح، خطأ,خطأ، صحيح,3,"أ

الإجابة الصحيحة هي ج",0,0
2018,لتعويم الناتج المحلي الإجمالي الاسمي يجب أن تقوم بـ,قسمة الناتج المحلي الإجمالي الاسمي على معدل التضخم (معدل تعويم الناتج المحلي الإجمالي).,ضرب الناتج المحلي الإجمالي الحقيقي بمعدل التضخم (معدل تعويم الناتج المحلي الإجمالي).,قسمة الناتج المحلي الإجمالي الحقيقي على معدل التضخم (معدل تعويم الناتج المحلي الإجمالي).,ضرب الناتج المحلي الإجمالي الاسمي بمعدل التضخم (معدل تعويم الناتج المحلي الإجمالي).,0,أ,0,1
11770,"ما هي العبارات الصحيحة بشأن نظام مثلثي أو متكرر؟

i) يمكن تقدير المعاملات بشكل صحيح باستخدام تطبيقات منفصلة من OLS لكل معادلة


ii) يمكن أن تكون المتغيرات المستقلة مرتبطة بشكل متبادل مع أخطاء في المعادلات الأخرى


iii) تطبيق 2SLS سيؤدي إلى تقديرات معاملات غير متحيزة ولكن غير فعالة


iv) يمكن أن تكون المتغيرات المستقلة مرتبطة بشكل متبادل مع أخطاء في المعادلات التي تظهر فيها كمتغيرات مستقلة",(ii) و (iv) فقط,(i) و (iii) فقط,(i) و (ii) و (iii) فقط,(i) و (ii) و (iii) و (iv),2,د,3,0
7567,إذا كان عدد سداسي عشري يحتاج إلى تحويله إلى ثنائي. لكل رقم ستتكون من عدد كم بت,١,٢,٤,٨,2,ج,2,1
3851,ما معنى 'ROM' في CD-ROM؟,ذاكرة غامضة حقاً,تشغيل ذاكرة أخرى,ذاكرة عشوائية للكائنات,ذاكرة للقراءة فقط,3,د,3,1
8689,"طور مخترع نموذجًا لمحرك سيارة يعتقد أنه سيحدث ثورة في صناعة السيارات بسبب خصائصه الفعالة في استهلاك الوقود. كهدية زفاف لأخيها، كتبت المخترعة في بطاقة الزفاف التي قدمتها لأخيها: ""أنا أنقل إليك 20 في المائة من الأرباح الصافية التي تم تحقيقها من إنتاج وتوزيع محرك السيارة خلال العام الأول من الإنتاج."" ثم اقترضت المخترعة المال من الدائنين وبدأت في الترويج لمحرك سيارتها. تواصلت معها شركة كبيرة مصنعة للسيارات بشأن إمكانية استخدام المحرك في خط جديد من السيارات التي كانت الشركة تعتزم إطلاقها خلال العام التالي. أثناء ذهابها للقاء ممثلي الشركة، تعرضت المخترعة لحادث تصادم بسيارة وتوفيت بعده. ثم عاقبت الشركة معزيا إدارة ممتلكات المخترعد,  ليتمكنوا من ترخيص تصميم محرك السيارة لمدة 10 سنوات مقابل 500،000 دولار مدفوعة للممتلكات. الدائنون الذين اقترضت المخترعة منهم المال للترويج لمحرك السيارة قاموا الآن بإلحاق العائدات من اتفاق الترخيص، حيث انه تم دفعها حتى الآن إلى الممتلكات. يدعي الأخ حقوقه المحولة للحصول على حصته من الريع. في الإجراءات التالية التي يتخذها الدائنون والأخ، ستحكم المحكمة على الأرجح لصالح",الأخ، لأن حقوق المستلم المحول تفوق رهن العقار الذي يحصل عليه المانح من خلال إجراءات قانونية وإنصافية,الأخ، لأن أية عائدات للحق المحول المستلمة بعد ذلك بواسطة المانح يتم إيداعها في الأمانة الإنشائية للمستلم,الدائنين، لأن تحويل المخترعة للأخ كان غير قابل للتنفيذ كتحويل معيب,الدائنين، لأن حقوق الدائنين / الرهناء تفوق حقوق المستفيد الهبة.,2,د,3,0
1956,"قم بإنشاء جدول حقيقة كامل للحجة التالية. ثم، باستخدام الجدول الحقيقي، تحديد ما إذا كانت الحجة صحيحة أو خاطئة. إذا كانت الحجة خاطئة ، اختر الخيار الذي يقدّم مثالا على ذلك. (قد يكون هناك مثال آخر أيضا.)
Q ≡ R
~(S ∨ Q) / R",صالح,خاطئ. مثال عكسي عندما Q و S صحيحين و R خاطئ,خاطئ. مثال عكسي عندما يكون Q صحيحًا و S و R خطأ,خاطئ. مثال عكسي عندما يكون Q و S و R خاطئين,3,ب,1,0
4587,من بين المصطلحات التالية ، أيها يدل على فن ترتيب الزهور الياباني؟,زازن,تاريكي,كامي,إيكيبانا,3,د,3,1
2620,من بين العبارات التالية، أيّها الصحيح بخصوص المناطق الصناعية في شرق آسيا؟,يتمتع اليابان بقاعدة غنية من الموارد الطبيعية.,تفتقر الصين إلى الموارد الطبيعية ولكنها تمتلك قوة عاملة ضخمة.,تتقدم الصين الصناعيّة بسرعة.,تفتقر تايوان إلى مؤسسات صناعية وقوى عاملة متعلّمة.,2,ج,2,1
7455,ما هي الموضوعات التي تجعل ما بعد الهيكلية مجالًا دراسيًا مختلفًا ولماذا يتم انتقادها؟,أحد الافتراضات المؤسسة للدراسات الأمنية الحرجة هو أن النظريات حول العالم يشكلون ذلك العالم وبالتالي فإن النظرية، بما في ذلك نظرية الأمن، تؤثر سياسيا. وينتج عن ذلك أن النظرية هي منتج النظام، وأن تحليل العامل المسؤول عن الأمن والكائن المرجعي هو من نتاج ممارساته الخاصة.,المحور الأساسي للأدب الما بعد الهيكلي هو فكرة تعزيز قيم ديمقراطية وقيم نقدية محدودة وقابلة للتحقيق. ومن أجل هذا الغرض يجب أن نسعى، ولكن هذا الأمر يمكن تحقيقه فقط في الظروف المحددة، وهي ظروف الديمقراطية الحقيقية.,أحد المفاهيم المركزية للنقد هو تقديم إجابة على مشكلة ما يعنيه أن تكون نقديًا. وهذا يثير بالضرورة مسألة الكشف عن المصلحة وراء المطالبات المعرفية بهدف التغيير الاجتماعي، ما يقبل كنهاية للنظرية: أن التفاهمات العملية والسياقية توجه لمن يخدم مطالبات المعرفة.,يقبل ما بعد الهيكلية الشكل والأسس لمطالبات المعرفة التي تهيمن على نقاشات دراسات الأمن. وقد وجه ذلك انتقادات إلى المجتمع الدراسي النقدي، حيث لم يكن له القدرة على المساهمة في فهم طرق بناء المعرفة.,0,د,3,0
12600,في بداية دراسة حول عادات الأكل، يطلب الباحث من المشاركين الإجابة على مجموعة من الأسئلة، بما في ذلك ما إذا كانوا يتناولون الإفطار عادة. ما إذا كان الشخص يتناول الإفطار أم لا هو,متغير تصنيفي,متغير مستمر,متغير معتمد,متغير مستقل,0,أ),0,1
8527,هل هي مشكلة ثابتة أم أمر يمكن التغلب عليه بالمحافظة على أمن الدولة؟,لقد أثرت الحرب العالمية على الإرهاب بشكل إيجابي على مشروع بناء الدولة. لقد أعادت مكافحة الإرهاب اهتمام المجتمع الدولي وموارده نحو استئصال العديد من العوامل الساعدة في ظهور الإرهاب. وعلى وجه الخصوص، ينطوي ذلك على السيطرة على انتشار الأسلحة.,أولويات الأمن غير الكافية في الدولة الضعيفة على جدول أعمال المجتمع الدولي، حيث أن الحلول لم تتعدى حدود الديمقراطية الليبرالية المتعددة الأحزاب ورأس المالية الحرة. ولذلك، يتسم المشكلة حتى الآن بعدم نجاح أي حالة من الليبرالية الجديدة، سواء من خلال الشروطية أو تغيير نظام الحكم أو بناء السلام لتحويل دولة ضعيفة إلى دولة قوية.,فشل الإصلاح الليبرالي أبرز مدى إمكانية الخيار لأشكال بديلة للتنظيم السياسي خارج الدولة. فالمنظمات الفرعية تشكل حلًا عمليًا للتعامل مع المناطق ذات المشاكل المستمرة في مجال الأسلحة والفقر، بينما المنظمات الإقليمية هي شكل تنظيمي مستدام في أفريقيا وأمريكا اللاتينية.,الدول الضعيفة قامت بعملية طويلة وصعبة للغاية للوصول إلى وضع فعال. وقد أسفرت الاستراتيجيات الأمنية على المدى البعيد عن اتخاذ إجراءات لمواجهة أسوأ الآثار بما في ذلك إنشاء الأحزاب المتعددة وتحرير الاقتصاد والانضمام إلى المجتمع الدولي.,1,ب,1,1
7195,أوضحت دراسة ميلغرام (1965) أنه كان المشاركون في دراسته أكثر استعدادًا لتقديم صدمات كهربائية لشخص آخر عندما لم يكونوا يستطيعون رؤية الضحية ولم يتمكن الضحية من رؤيتهم. يتم التنبؤ بهذا النتيجة بناءً على فكرة زيمباردو حول:,فقدان الهوية الفردية.,الجهل الجماعي.,التحقق الذاتي.,الردة النفسية.,0,د,3,0
7731,توفر نظريات الإسناد إطارًا للأنواع المهمة من المعلومات المستخدمة لتقييم السلوك. تصف إحدى النظريات كيفية تعريف الناس لتفسيرات الصفات الشخصية للأشخاص من الأدلة السلوكية. هذه النظرية هي ___________.,نظرية الاستنتاج المتطابق,نموذج الترافق في الإسناد,الإسناد إلى الإنجازات,الإسناد للضرر,0,ب,1,0
8634,دورة كريبس في الإنسان تحدث في,المصفوفة الميتوكندرية,الغشاء الميتوكندري المداخلي,الغشاء الميتوكندري الخارجي,الفضاء الفراغي بين الغشاءين,0,أ,0,1
9233,من بين ما يلي، ما هو الطريق الوحيد الذي يمكن استخدامه عندما تكون بيانات التدريب قابلة للفصل الخطي؟,SVM ذو الهامش الصلب الخطي.,الانحدار اللوجستي الخطي.,SVM ذو هامش ناعم خطي.,طريقة النقطة المركزية.,0,ج,2,0
6948,قد يظهر الأطفال الرضّع والأطفال الذين يشتبه في إصابتهم بحساسية الطعام مثل حساسية/عدم تحمل حليب الأبقار الأعراض والعلامات التالية:,التهاب جلدي بدائي شديد,التهاب الأمعاء,إسهال,كل ما سبق,3,د,3,1
6011,التحكم بالسرعة عن طريق تغيير تدفق المجال يؤدي إلى,دفع ثابت بقوة ثابتة.,دفع ثابت بعزم دوران ثابت.,دفع متغير بقوة متغيرة.,لا شيء مما سبق.,0,ج,2,0
4208,بسط المعادلة التالية: $\frac{k-3}{2} + 3k+1+\frac{3k+1}{2}$.,3k+1,5k,3k,1,1,ج,2,0
7344,وفقًا للنسبية العامة،,الكتلة تشوه الفضاء الزمني.,الجاذبية تؤثر على الساعات.,لا يمكن للضوء الفرار من الثقب الأسود.,كل ما سبق.,3,د,3,1
2829,يتم كتابة ستة أعداد صحيحة موجبة على وجوه مكعب. يتم تسمية كل رأس بمنتج الأعداد الثلاثة على الوجوه المجاورة للرأس. إذا كان مجموع الأعداد على الرؤوس يساوي 1001، فما هو مجموع الأرقام المكتوبة على الوجوه؟,18,13,1001,31,3,د,3,1
4089,"حُكِم على رجل شُرطة في محكمة فيدرالية عام 2008 بتلقي رشوةٍ. حُكِم عليه بالإفراج الشرطي. عمل الشُرطي في الشرطة الولائية منذ عام 1978، وفي عام 1998، أصبح مؤهلاً بالكامل لحصوله على التقاعد والحصول على معاشٍ. في عام 2006، تقاعد الشُرطي وبدأ على الفور في تلقي شيكات شهرية للمعاش. في عام 2009، وقَّع حاكم الولاية قانونًا ينص جزئيًا على:"" المادة 8: أي عضوٍ من موظفي إنفاذ قانون الدولة... الذي يدين بالرشوة... لن يكون له الحق في الحصول على أي إعانة تقاعدية أو فائدة أخرى أو أي دفعةٍ نقديةٍ من الدولة. تعتبر هذه الإدانة خرقًا لعقد العضو العامل. المادة 12: ستكون أحكام هذا القانون ذات أثرٍ رجعيٍ إلى 31 ديسمبر 1975. المادة 14: يدخل هذا القانون حيز التنفيذ فورًا."" بعد صدور هذا القانون، تلقى الشرطي رسالةً من الدولة تفيد بأن الدولة سوف تتوقف فورًا عن دفع المعاش له بموجب القانون نظرًا لإدانته بتلقي رشوةٍ عام 2008. عقب هذا، تواصل الشرطي مع محامٍ يتحدَّى هذا القرار من خلال الاعتراض على إيقاف الإعانات له بحجة أن القانون الجديد غير دستوري. يفترض أن تحكم أعلى محكمة في الولاية بشرعية القانون. قد يكون الشرطي قادرًا بعد ذلك على استعادة معاشِه إذا...",قام بممارسة حقوقه الدستورية، وتمت الموافقة عليها من المحكمة العليا في الولايات المتحدة.,حصل على عفوٍ رئاسيٍّ لجريمته بتلقي الرشوة.,تمكّن من إثبات إدانته قبل تاريخ سريان القانون.,تمكّن من إثبات أن هذا القانون ينتهك بند التجارة الخاملة.,1,ج,2,0
5612,تم توظيف امرأة كضابط دوريات دولي. على الرغم من أن الدولة توفر لكل من الجنسين نفس الأجر والفوائد، إلا أن الدولة اعتمدت سياسة تحظر تعيين الضباط الإناث في قسم المخدرات السري الخاص بها. إن هذا المنصب يشكل مخاطرة معتدلة ويشمل أحيانًا مواجهات عنيفة مع تجار المخدرات. منذ إنشاء قسم المخدرات الخاص لأول مرة، تم قتل خمسة عملاء سريين في خط الواجب. إنه بسبب قلق الولاية من سلامة موظفيها الأنثويين الذين اعتمدت هذه السياسة. رفعت المرأة التي تمنت الانضمام إلى قسم المخدرات طلبًا للتعيين كعميل دواء خاص. بعد رفضها للوظيفة، رفعت المرأة دعوى قضائية ضد الدولة في المحكمة الفدرالية لحظر تنفيذ سياستها المعلنة بحجة أنها غير دستورية. من حيث القانون الدستوري، فأي من النتائج التالية لهذه الدعوى هي الأكثر ملاءمة؟,حكم لصالح المرأة، لأن الحقائق المؤكدة لا تثبت أن التصنيف المحدد الوارد في هذه السياسة يرتبط ارتباطًا وثيقًا بتقدم مصلحة دولة مهمة.,حكم لصالح المرأة، لأن شروط العمل في الحكومة الولائية هي امتيازات أو حقوق المواطنة الولائية التي لا يمكن تقليصها من قبل الدولة على أساس الجنس.,حكم لصالح الدولة، لأنه يندرج ضمن سلطة الأمن العام للدولة عزل شروط العمل والتوظيف في الحكومة.,حكم لصالح الدولة، لأن الدولة قد صاغت أساسًا منطقيًا لهذا التصنيف، وبالتالي، لا يمكن للمحكمة أن تحل محل حكم المسؤولين من الدولة.,0,أ,0,1
3397,لتقييم وحدات الأعمال الإستراتيجية (SBU) للمؤسسة ، وضعت مجموعة Boston Consulting Group إطار أداء المحفظة الذي يصنف بعض وحدات الأعمال الإستراتيجية ك:,علامات الاستفهام.,الفائزون السريعون.,الثيران المشحونة.,صفقات المال النقدي.,0,ب,1,0
526,يتم اكتشاف تغيير في ضغط الدم من قبل:,مستقبلات الشريان الشرياني.,مستقبلات الكيميائية.,المركز العصبي الوعائي.,المركز القلبي الوعائي.,0,أ,0,1
8345,يجب على الشركة أن تعترف بالذمة المستحقة في قائمة التوازن في أي من النقاط التالية؟,تم إنفاق التكاليف في تطوير الذمة المستحقة.,تم إنشاء الذمة المستحقة في شراء الأعمال التجارية.,تتوقع الشركة فائدة مستقبلية من إنشاء الذمة المستحقة.,القيمة العادلة لأصول الشركة تتجاوز القيمة الدفترية لأصول الشركة.,1,ج,2,0
5378,تم اعتقال واتهام المدعى عليه، الذي كان عاجزًا، بحيازة أقل من أونصة من الماريجوانا. بموجب الفصل ذي الصلة في قانون الدولة، تعتبر حيازة أقل من أونصة من الماريجوانا جريمة بسيطة، ويمكن العقاب بالحبس لمدة تصل إلى عام واحد و / أو غرامة قدرها 500 دولار. في المحاكمة، ادعى المدعى عليه عدم الذنب وطلب تعيين محام لتمثيله. رفض القاضي تلبية طلب المدعى عليه على تعيين محام. إذا تم إدانة المدعى عليه في وقت لاحق، فما هو أشد العقوبات التي يمكن أن تفرض دستوريًا؟,غرامة بقيمة 500 دولار.,ستة أشهر سجنًا.,عام واحد في السجن.,لا يوجد حكم، لأن المدعى عليه تم رفض حقه في الحصول على محامي.,0,ج,2,0
9935,كم عدد الطرق الممكنة لوضع 4 كرات متميزة في صناديق غير مميزة؟,7,11,16,8,3,د,3,1
4931,"حصل المطور مؤخرًا على قطعة أرض خالية كبيرة وأراد بناء سلسلة من 10 منازل تجارية على الأرض لعرضها للبيع. في 1 مايو ، اتصل بعدد من المقاولين الذين تعامل معهم في الماضي وطلب منهم تقديم عروض أسعار لبناء المنازل. طلب أحد المقاولين بدوره عروضًا من العديد من المقاولين الفرعيين لتحديد التكلفة الإجمالية للعمل. أخطر كل مقاول فرعي بأنه يعتزم استخدام عروضهم في تقديم عطاء عام إلى المطور. قدم سباك عرض سعر إلى المقاول بقيمة 50000 دولار ، والذي استخدمه المقاول في حساب العرض الذي أرسله إلى المطور. في 1 يونيو ، قدم المقاول عرضًا للمطور يعرض فيه بناء الـ 10 منازل التجارية مقابل 500000 دولار. في 4 يونيو ، أخطر السباك المقاول بأنه قد تم حجز فرق العمل لديه ولم يكن بإمكانه القيام بالعمل في عمل المطور. في 5 يونيو ، أرسل المطور رسالة تأكيدية موقعة إلى المقاول أكد فيها "" أنا أقبل عرضك لبناء الـ 10 منازل التجارية مقابل 500000 دولار "". هناك بعد ذلك ، استأجر المقاول سباكًا آخر لإكمال العمل الصحي بتكلفة 60000 دولار. ثم شرح المقاول الوضع للمطور وطلب زيادة التكلفة الإجمالية للعمل إلى 510000 دولار. رفض المطور ذلك على أساس أنه كان لديه عقد بـ500000 دولار وأن هذا يعد مشكلة المقاول. بعد ذلك ، قام المقاول ببناء الـ10 منازل التجارية وأرسل له المطور شيكًا بقيمة 500000 دولار. أيًا من الخيارات التالية يدعم إدعاء المقاول بمبلغ 10000 دولار ضد السباك الذي رفض القيام بالعمل؟",قدم السباك عرضًا اقتبسه المقاول في العرض الذي قدمه إلى المطور، وبالتالي قبل المقاول هذا العرض.,كان عرض السباك عرضًا ثابتًا لا يمكن الرجوع عنه ، لأن كل من السباك والمقاول كانا تجارًا.,قدم المقاول عرضًا للسباك الذي قبل عرض المقاول في المناقصة.,أنشئ عقد اختيار ، لأن المقاول ، بمعرفة السباك ، استخدم عرض السباك في حساب العرض الذي قدمه إلى المطور.,3,د,3,1
1622,لأي من هذين السيناريوين يفعل الشخصية الرئيسية (التي تستخدم أنا/ي/ماي) شيئاً خاطئاً أخلاقياً بوضوح، وفقاً للمعايير الأخلاقية العادية في الولايات المتحدة حتى عام 2020؟ السيناريو 1 | كانت ابنتي تحصل على درجات فاشلة، لذلك اتخذت هاتفها. السيناريو 2 | أكلت جميع الحلوى التي اشترتها والدتي لأختي.,خاطئ، خاطئ,خاطئ، غير خاطئ,غير خاطئ، خاطئ,غير خاطئ، غير خاطئ,2,د,3,0
10563,"تتعلق هذه الأسألة بالمعلومات التالية. 
تم ولادة الثمانينيات في الفوضى والصراع والتغيير. هذا هو وقت تحدٍ لمصالحنا وقيمنا، وهو وقت يختبر حكمتنا ومهاراتنا. 
في هذا الوقت في إيران، يتم احتجاز 50 أمريكيًا ما زالوا في عُسرة، ضحايا بريئين للإرهاب والفوضى. في الوقت نفسه، تحاول القوات الضخمة السوفياتية أن تخضع الشعب الديني الشديد التوجّس والمتمرد لأفغانستان. تمثل هذين العملين - واحد للإرهاب الدولية وواحد للاعتداء العسكري - تحديًا جديًا للولايات المتحدة الأمريكية وفي الواقع لجميع الدول في العالم. سنواجه هذه التهديدات للسلام معًا.... 
ثلاثة تطورات أساسية ساهمت في تشكيل تحدياتنا: النمو المطرد والزيادة في إسقاط القوة العسكرية السوفياتية خارج حدودها الخاصة. الاعتماد الساحق للديمقراطيات الغربية على إمدادات النفط من الشرق الأوسط. وضغوط التغيير الاجتماعي والديني والاقتصادي والسياسي في الكثير من بلدان العالم النامية، كما هو متجلى في الثورة في إيران.
 يعد كل عامل من هذه العوامل مهمًا في حقه، ويتفاعل كل منها مع الآخرين ويجب مواجهتها جميعًا بشكل صريح وشجاع. سنواجه هذه التحديات ونواجهها بأفضل ما لدينا ولن نفشل. -جيمي كارتر، خطاب دولة الاتحاد في 23 يناير 1980
 إلى أي من الأمور التالية أدى الوضع الذي وصفه كارتر بشكل مباشر؟ ",إنشاء منظمة حلف شمال الأطلسي (NATO),هزيمة كارتر في الانتخابات الرئاسية التالية,غزو أمريكي في الشرق الأوسط,فوز كارتر في الانتخابات الرئاسية التالية,1,د,3,0
