row_idx,poem_title,poet_name,poem_text_snippet,gold_label,pred_text,pred_label,correct
19554,يفديك يا قاضي القضاة عليهم,ابن نباته المصري,"يفديك يا قاضي القضاة عليهم
من كلِّ شيءٍ تشتكي كلّ الورى
شهد الشرى لكَ حين زارك بالتقى",العصر المملوكي,العصر العباسي,العصر العباسي,0
112179,,ابن طباطبا العلوي,"أَنا راضٍ يا مُنى نَفسي
بِـــنَـــيــل مِــنــك نــزر
بِــكِــتــاب بَــل بِــسَـطـر",العصر العباسي,العصر العباسي,العصر العباسي,1
49318,يبدل الليل ضحى من بشره,الحيص بيص,"يُبدلُ الليل ضحىً من بِشْرِهِ
والضُّحى يومَ وَغاهُ مَوْهِنا
فتظلُّ الشمس تشكو فِعْلَهُ",,العصر العباسي,العصر العباسي,0
252235,مشنقة الحروف,نواف بن حسن الحارثي,"يَا أُمَّةَ الخَيرِ وَ الأخلاقِ والشِّيَمِ
يَا أُمَّةً فَضُلَتْ مِنْ سَائِرِ الأُمَمِ
يَامَنْ تَسَامَتْ إِلى الأَمْجَادِ تَطْلُبُهَا",,العصر العباسي,العصر العباسي,0
151357,,حنا الأسعد,"ســلامُ اللَه أقــبـل يـا عـبـادُ
فـزال الجـور وانـقـشع العنادُ
وأيــقـظ كـل غـامـضـة الليـالي",العصر الحديث,العصر العباسي,العصر العباسي,0
14014,الفضل أصبح زائلا في إثر من,إسماعيل صبري,"الفَضلُ أَصبَحَ زائِلاً في إِثرِ مَن
جَلَّت مناقِبُه عن الأَشباهِ
فَبكى الزَمانُ وقال فيه مؤرِّخا",العصر الحديث,العصر العباسي,العصر العباسي,0
220356,فداكِ الروح,صباح الحكيم,"فداكِ الروح يا روحي و اني
لبعدكِ صار صبحـي كالمساءِ
فكــم اشتاق يا أمــــاهُ لكـن",,العصر العباسي,العصر العباسي,0
171676,أوْصى النّبيءُ بِها,حمزة بويكن,"أيْ صَاحِبَيّ اسْتطْرِبَا لِي وَاسْجعَا
إنَّ الثَّوَا منْهُ الفُؤادُ تصَّدعَا
هلْ لي دواءٌ مِنْ سَقامٍ مُعْضِلٍ",,العصر العباسي,العصر العباسي,0
41129,مرحبا يا مرحبا يا مرحبا,الأمير الصنعاني,"مرحباً يا مرحباً يا مرحبا
بكتاب من صديق مجتبى
فاض دمعي عند فَضِّي ختمه",العصر العثماني,العصر العباسي,العصر العباسي,0
247226,ذكرى,أحمد موفقي,"أراني أغيض الورد أنزف عطره
لأذكر منك خفقة الحب والوصل،
أحن إلى حبر يخط رسائلي،",,العصر العباسي,العصر العباسي,0
252274,متلبسٌ بك كالجريمة,صلاح إبراهيم الحسن,"أمشي ويزعجُني غبارُ مدينة ريفيةٍ في الصيفِ
أمشي من سأسأل عنكِ ؟
كنت معي ولكن أين أنت الآنَ؟",,العصر الحديث,العصر الحديث,0
58409,وسرب ذعرت بذي ميعة,الحطيئة,"وَسِربٍ ذَعَرتُ بِذي مَيعَةٍ
تَرى في البَديهَةِ مِنهُ اِعتِزاما
لَهُ مَتنُ عَيرٍ وَساقا ظَليمٍ",,العصر الجاهلي,العصر الجاهلي,0
14180,داعي الحياة,سيد قطب,"يخفق القلبان، بل تهفو الشفاه
منذ أن ضمتك في شوق يداه
منذ أن رن صداها ، قبلة",العصر الحديث,العصر الأموي,العصر الأموي,0
134025,,القاضي التنوخي,"خــرجــنــا لنــسـتـسـقـي بـيُـمـنِ دُعـائه
وقد كادَ هُدب الغيم أن يبلغَ الأرضا
فـلمّـا ابـتـدا يـدعـو تَـقَـشَّعـَتِ السَـما",العصر العباسي,العصر العباسي,العصر العباسي,1
203021,صار هذا الجفا سهامًا سديدة,منصور إبراهيم الحذيفي,"‏صار هذا الجفا سِهامًا سديدهْ
ثم سالتْ دماؤه في قصيدهْ !
وقرأتِ صبابتي في حروفي",,العصر العباسي,العصر العباسي,0
134087,,طاهر الحجامي الكبير,"وقـــائلة مـــالي أراك مــنــكــدا
ومـالجـفـون العـيـن بـالدم ترعف
فـقـلت لهـا كـفـي فـمثلي لم يلم",العصر الحديث,العصر العباسي,العصر العباسي,0
22693,قد طلع البدر مع الزهره,ابن الرومي,"قد طلع البدر مع الزُّهرهْ
في دولة مونقةِ الزّهرهْ
فأمست الدنيا لها بهجةٌ",العصر العباسي,العصر العباسي,العصر العباسي,1
13922,لقد مر بي أمس بالصدفة,إلياس أبو شبكة,"لَقَد مَرَّ بي أَمسِ بِالصُدفَةِ
فَتاةٌ لَها الحُسنُ في الوُجنَةِ
فَلَم تَتَرَدَّد بِأَن قَطَفَتني",العصر الحديث,العصر العباسي,العصر العباسي,0
4203,قالوا خراسان أقصى ما يراد بنا,العباس بن الأحنف,"قالوا خُراسانُ أَقصى ما يُرادُ بِنا
ثُمَّ القُفولُ فَقَد جِئنا خُراسانا
مَتى يُكونُ الَّذي أَرجو وَآمُلُهُ",العصر العباسي,العصر العباسي.,العصر العباسي,1
120259,,أحمد الصافي النجفي ,"أُبــارحُ عــالمـي مـلآنَ سـحـراً
الى دنيا المصائب والهموم 
وتُـبـهـجـنـي النـوائب طادراتٍ",العصر الحديث,العصر العباسي,العصر العباسي,0
254041,ما بين جثته وسكين الغزاة,طلعت سقيرق,"أيكونُ عيدْ !!!
ودمٌ على طولِ النشيدْ ؟؟!!
يتدفقُ الموتى فرادى أو جماعاتٍ",,العصر الحديث,العصر الحديث,0
20114,إنسان عيني بتعجيل السهاد بلي,ابن نباته المصري,"إنسان عيني بتعجيل السهاد بلي
عمري لقد خلق الإنسان من عجل
إن أكتم الحبّ لم تكتم دلائله",العصر المملوكي,العصر العباسي,العصر العباسي,0
146226,,صالح السويسي القيرواني,"المَـرءُ يَـسـعـد بِـالجَـمـيـل الراقي
وَمَــحــاســنِ الأَعــمــالِ وَالأَخــلاقِ
وَأَخــو النُهــى مَــن قَـلَّد الأَقـوام",العصر الحديث,العصر العباسي,العصر العباسي,0
104135,,أبو المجد المعري الحفيد,"يـا مـغـانـي الصِّبـا بـبـاب حُـناكِ
لا بوادي الغضا ووادي الأراكِ 
لا تَــخَــطَّتــْكِ غــاديــاتُ الثُّريّــا",العصر الفاطمي,العصر الأموي,العصر الأموي,0
55398,يقابلنا البدر من برده,الببغاء,"يُقابِلُنا البَدرُ مِن بُردِهِ
وَيَشمَلُنا السَعدُ مِن سَعدِهِ
وَلَو فَخرَ المَجدُ لَم تَلقَهُ",العصر العباسي,العصر العباسي.,العصر العباسي,1
156115,,محمد بن بشير الخارجي,"أَلا أَيُّهــا البـاكـي أَخـاهُ وَإِنَّمـا
يُــبَــكّـى بِـيَـومِ الفَـدفَـدِ الأَخَـوانِ
أَخـي يَـومَ أَحـجـارِ الثُـمـامِ بَكَيتُهُ",العصر الأموي,العصر الجاهلي,العصر الجاهلي,0
130028,,الباخرزي صاحب الدمية,"وكـــــأنّه فـــــرعــــونُ إلاّ أنّهُ
من جانبِ الوجْعاءٍ ذُو الأوتاد",العصر الفاطمي,العصر العباسي,العصر العباسي,0
233113,أسائقها للبين وهو عجول,أسامة بن منقذ,"أسائقَها للبينِ وهوَ عَجولُ
تَأَنَّ فَما هَذا المسيرُ قُفولُ
وقل لي فإنَّ المُستهامَ سَئُولُ",,العصر العباسي,العصر العباسي,0
207744,آتٍ بعكسِ مجيئهِ الوقتُ,حسن شرف المرتضى,"آتٍ بعكسِ مجيئهِ الوقتُ
والستُ جاءت قبلها ستُ
ستٌ عجافٌ دونَ سابعةٍ",,العصر العباسي,العصر العباسي,0
206285,هيه يالمسترجله ...!,صالح بن عمار,"هاجسي يا هاجسي خلك صبـور.
السطـور دروب والحبـر السفيـر.
يازمن ون كان لك رحلـة عبـور.",,العصر العباسي,العصر العباسي,0
30573,حروف هوى ثلاث من ثلاث,المكزون السنجاري,"حُروفُ هَوىً ثَلاثٌ مِن ثَلاثٍ
لَعَمرُ أَبي هِيَ الشَعبُ الثَلاثُ
هَوانٌ ثُمَّ وَيلٌ ثُمَّ يَأسٌ",,العصر العباسي,العصر العباسي,0
206902,ما مسامحاكش,عبد العلي فيلالي بالحاج,"ما مسامحاكش
ﻻش تغريني وتكذب عليا ﻻش
كلشي ظنيتو فيك",,العصر الحديث,العصر الحديث,0
233532, الْحَقُّ يَعْلُو وَالأَبَاطِلُ تَسْفُلُ,لسان الدين بن الخطيب," الْحَــقُّ يَــعْــلُو وَالأَبَــاطِــلُ تَــسْــفُــلُ
وَاللهُ عَــــنْ أَحْـــكَـــامِهِ لاَ يُـــسْـــأَلُ
 وَالأَمْــرُ فِــيــمَـا كَـانَ أَوْ هُـوَ كَـائِنٌ",,العصر العباسي.,العصر العباسي,0
201911,هُوَ الحُبُّ,فاتن دراوشة,"هُوَ الحبُّ يأتي
كحفنةِ قمحٍ لطيرٍ صغيرٍ
على كفِّ ريحٍ تُراوِدُ عُشّا حَواهُ",,العصر العباسي,العصر العباسي,0
245559,هَذِي بِتِلْكَ،  وِ تِلْكَ بِهَذِي,عمارة بن صالح عبدالمالك,"إِذَا مَا ظَلَمْتَ سَتُظْلَمُ حَتْمًا
فَهَذِي بِتِلْكَ، وَ تِلْكَ بِهَذِي
فَلَيْسَ يَنَالُ الْمَآذِيَ إلَّا",,العصر العباسي,العصر العباسي,0
183840,الموت في لوحات 2,أمل دنقل,"شقيقتي "" رجاء "" ماتت و هي دون الثالثة .
ماتت و ما يزال في دولاب أمّي السّري
صندلها الفضّيّ!",,العصر الحديث,العصر الحديث,0
244001,العقاب والبلبل والعصفور والهدهد,أديب كمال الدين,"(1) العقاب
********
*مختصر",,العصر العباسي,العصر العباسي,0
116836,,إبراهيم الحضرمي,"خـــليـــلي إِنـــي بـــالمـــلامـــة وازع
وبـــالعـــذل إِن العـــذل للحـــر رادع
ومـــا تـــرك ذمـــي للخـــذول بــواســع",العصر الفاطمي,العصر العباسي,العصر العباسي,0
150841,,عماد الدين الأصبهاني,"رَسْـــــمٌ عـــــليَّ لذلك الرَّســــم
أَنِّيــ أُقــاســمُهُ ضَـنَـى الجـسـمِ
دارٌ عــلى حَــرْبِ الزَّمـانِ لنـا",العصر الأيوبي,العصر العباسي,العصر العباسي,0
156026,,جلال الدين الرومي,"عشقٌ غلب القلب وقد صارَ به
حتى فَنَي القلب بما جار بهِ
القـلبُ كـطيرٍ خفض الريش به",العصر المملوكي,العصر العباسي,العصر العباسي,0
230226,إنا ذلك الصب المقيم على العهد,ماريانا مراش,"إنا ذلك الصب المقيم على العهد
صبرت على البلوى وما حلت عن ودي
ولا غرو إن كان العذول يلومني",,العصر العباسي,العصر العباسي,0
112356,,العتبي,"قَـومٌ حُـضُورٌ غائِبو ال
أذهانِ لَيسَ لها عُقُول",العصر العباسي,العصر العباسي,العصر العباسي,1
235508,من عينيك ترى عيناي,جريس دبيات,"في عينيْك ِ ارى دنياي
في عينيك يصير الحلم حقيقهْ
يستَلُّ الصبحُ بريقهْ",,العصر العباسي,العصر العباسي,0
40467,قد أصبح الدين نهبا بين زعنفة,الهبل,"قد أصبحَ الدين نهباً بين زعنفةٍ
لا يرقبونَ إلهَ النَّاسِ في النّاسِ
قَد كادَ يبكي لو أنّ الدَّمع أسْعَدَه",العصر العثماني,العصر الأموي,العصر الأموي,0
197759,منازلُ الحيِّ منْ غمدانَ فالنَّضدِ,دعبل الخزاعي,"منازلُ الحيِّ منْ غمدانَ فالنَّضدِ
فَمأربٍ فَظَفارِ المُلكِ فالْجَنَدِ
أَرْضُ التَّبَابعِ والأَقيالِ مِنْ يَمنٍ",,العصر الجاهلي,العصر الجاهلي,0
104386,,شرف الدين الحلي,"أنـا عـن شـريـعـة صـبوتي لم أعدل
وهــواك مــعـتَـقَـدِي فَـجُـرْ أو اعـدل
حــاشــا وكــلاّ أن تــحــول مـودتـي",العصر الأيوبي,العصر العباسي,العصر العباسي,0
141821,,ابن لنكك البصري,"عـدنـا فـى زمـاننا 
عـن طـريـق المـكارم
من كفى الناس شره ",العصر العباسي,العصر العباسي,العصر العباسي,1
156113,,محمد بن بشير الخارجي,"أَرانـي إِذا غـالَبـتُ بِـالصَبرِ حُبَّها
أَبى الصَبرُ ما أَلقى بِسُعدى فَأُغلَبُ
وَقَـد عَـلِمَـت عِـنـدَ التَـعـاتُـبِ أَنَّنا",العصر الأموي,العصر العباسي,العصر العباسي,0
195608,طعنةُ الآلام,نعيمة حميد السيسي,"جاد الصباح بنوره الفتانِ
من لطفه يحنو على الإنسانِ
لكن للإنسان جرحًا غائرًا",,العصر العباسي,العصر العباسي,0
190067,شقيق الندى,عقيل الكاظمي,"كما كلُ امٍ لا تُطيقُ انتظارَها
وتفقدُ شوقا للقاءِ اصطبارَها
تراقبُه بينَ الترائبِ والحشى",,العصر العباسي,العصر العباسي,0
185668,نسيان,محمود المشهداني,"قـــــل للبنفسجِ هل نسيتَ ودادا
أم لم تزلْ تغشى الشعورَ حدادا
أم أنت تغـزلُ للحريـــرِ ملاءةً",,العصر العباسي,العصر العباسي,0
228280,ألف أبدي الله في أول كلامي,حسن عامر آل عيسى,"الف - أبديّ  الله في أول   كلامي
ثم الصلاة على النبي والسلامي
في مبتدا قولي وعند الختامي",,العصر العباسي,العصر العباسي,0
128228,,القاضي عبد الوهاب  المالكي,"كــلُّ الأنـامِ كِـلابُ
هَــرُّوا بـكـلّ طـريـق
فــإنْ ظَــفِــرتَ بـحُـرٍّ",العصر الفاطمي,العصر الأموي,العصر الأموي,0
46497,وقحمل الخضاب على المشيب لكي,ابن قلاقس,"وقحملَ الخضابَ على المَشيبِ لكيْ
يُصْبي الحسانَ بديعُ حِلْيَتِه
ما كان أسعدَهُ غداةَ يُرى",العصر الأندلسي,العصر العباسي,العصر العباسي,0
98480,,علي بن الجهم,"إِن كُـنـتِ جـاهِـلَةً بِـقَـوميَ فاسألي
أَيـنَ النُـبُـوَّةُ وَالقَـضـاءُ الفـاصِلُ
وَالعِـزَّةُ القَـعـسـاءُ يـلمَـعُ دونَها",العصر العباسي,العصر الجاهلي,العصر الجاهلي,0
79891,,أحمد البهلول,"غَــرِيــرٌ كَــحِــيــلٌ قَــدْ زَهَــا فِــي فُــنُــونِهِ
يُـــرِيـــكَ هِــلاَلاً طَــالِعــاً مِــنْ جَــبِــيــنِهِ
رَمَـــانـــي بِـــسَهْـــمٍ مِـــنْ سَـــوَادِ جُــفْــونِهِ",العصر العثماني,العصر العباسي,العصر العباسي,0
74155,,أمين خير الله,"فـــإن الحـــكــومــة لمــا درت
بــأن الأنــابــيـب قـد فـجـرت
رأت مـنـع تـلك المـياه لئلا",العصر الحديث,العصر العباسي,العصر العباسي,0
23764,رأيت كل شراب لا مساغ له,ابن الرومي,"رأيتُ كُلَّ شراب لا مَساغَ له
غير المدامةِ إلّا عِند ظمآن
كأسٌ يسوغها الريانُ لذتَها",العصر العباسي,العصر العباسي,العصر العباسي,1
40970,صفي الهدى أبدعت فيما نظمته,الأمير الصنعاني,"صفيَّ الهدى أبدعت فيما نظمته
فذاك بنو الآداب بالمال والنفس
إذا الشعراء جاءوا بقرآن شعرهم",العصر العثماني,العصر العباسي,العصر العباسي,0
215803,من أنتِ قولي يافتاة,مريم يمق ( زاهية بنت البحر ),"من أنتِ قولي يافتاة ْ
أولست من جنسِ البنات؟
أم أصْطَفيتِ النفس من دنيا الشتاتْ",,العصر العباسي,العصر العباسي,0
31188,إذا قرن المليح إلى قبيح,عمر الأنسي,"إِذا قرن المَليح إِلى قَبيح
فَذَلِكَ في المَذاق أَجلّ شُنعه
وَإِن زَعَموا بِهِ نَوعاً بَديعاً",العصر الحديث,العصر العباسي,العصر العباسي,0
199202,حتى تشرنقت .. نصلا ً أعزل,حامد عبدالحسين حميدي,"ما وراء الطيّ ،
أغرزُ عناق الرمل .. مدارج رفوف ٍ
التمرّد ، ضمير ُ الجسد ِ ،",,العصر العباسي,العصر العباسي,0
64360,الغيب مجهول يحار دليله,أبو العلاء المعري,"الغَيبُ مَجهولٌ يُحارُ دَليلُهُ
وَاللُبُّ يَأمُرُ أَهلَهُ أَن يَتَّقوا
لا تَظلِموا المَوتى وَإِن طالَ المَدى",العصر العباسي,العصر الجاهلي,العصر الجاهلي,0
128542,,هادي كاشف الغطاء,"يـا ابـنَ الهُـداةِ المـهتدينَ النُجبا
وابنَ الأُولى سَنّوا المعالي والإبا
يـا ابـنَ العـلومِ الكـاملاتِ والسُنن",العصر الحديث,العصر العباسي,العصر العباسي,0
48165,إلى الصديق خفاجفي عوالمه,أحمد زكي أبو شادي,"إلى الصديق خفاجفي عوالمه
ما بين شاهق أبحاث وأسفار
أبثّ من لوعتي ما فاض عن كلمي",العصر الحديث,العصر العباسي,العصر العباسي,0
123217,,كعب بن مالك الأنصاري,"أبْــقَـى لنـا حَـدَثُ الحـروبِ بَـقِـيَّةً
مِــنْ خَــيْــرِ نِـحْـلَةِ رَبِّنـا الوَهَّاـبِ
بـيـضـاءَ مُـشْـرِفـةَ الذُّرَى وَمَعاطناً",المخضرمين,العصر العباسي,العصر العباسي,0
208201,بمدرسة التجلسي وهي دار,جبران خليل جبران,"بمدرسة التجلسي وهي دار
بناها للهدى خير البناة
بدت للدين والدنيا معان",,العصر العباسي,العصر العباسي,0
42392,إني أقول لنفسي وهي ضيقة,علي بن أبي طالب,"إِنّي أَقولُ لِنَفسي وَهيَ ضَيِّقَةٌ
وَقَد أَناخَ عَلَيها الدَهرُ بِالعَجَبِ
صَبراً عَلى شِدَّةِ الأَيامِ إِنَّ لَها",,العصر العباسي,العصر العباسي,0
28572,فداؤك نفسي من الحادثات,أبو الفرج الأصبهاني,"فداؤك نفسي من الحادثات
وريب الردى وحلول الحذر
فعالك تكبر عن موعد",العصر العباسي,العصر العباسي,العصر العباسي,1
89808,,أبو النجم العجلي,"وَكانَ في المَجلِسِ جَمَّ الهَذرَمَهْ
لَيثاً عَلى الداهِيَةِ المُكَتَّمَهْ
لَم يُقضَ أَن يَملِكُنا اِبنُ الدَحَمَهْ",العصر الأموي,العصر الإسلامي,العصر الإسلامي,0
