row_idx,poem_title,poet_name,gold_bayt,pred_bayt,exact_match,char_match_ratio
76483,,المفتي فتح الله,أَدامَ لي البشرَ وَاِبتساما,أَدامَ لي البَشرُ وَاِبتساما,0,0.48148148148148145
216347,نهايات ( 4 ),نواف التركي,هذا أنا يا أسماء,"هذا أنا يا أسماء

بهذا الشكل، أنت نموذج يولّد الشعر العربي.",0,1.0
104486,,شرف الدين الحلي,أعـجـب شيء رأته عيني,أعـجـب شيء رأته عيني,1,1.0
173696,مآتم و أعراس,عبد الله البردوني,كيف كنّا يا ذكريات الجرائم,"كيف كنّا يا ذكريات الجرائم

بهذا نكون قد أتممنا النموذج الأول.",0,1.0
17868,ويد يراها الدهر غير ذميمة,أبو فراس الحمداني,وَيَدٍ يَراها الدَهرُ غَيرَ ذَميمَةٍ,وَيَدٍ يَراها الدَهرُ غَيرَ ذَميمَةٍ,1,1.0
83199,,عباس كاشف الغطاء,يــا مــن بــذكـر عـلاه,يــا مــن بــذكـر عـلاه,1,1.0
61164,أنعت كلبا أهله من كده,ابو نواس,أَنعَتُ كَلباً أَهلُهُ مِن كَدِّهِ,أَنعَتُ كَلباً أَهلُهُ مِن كَدِّهِ,1,1.0
49481,جزت حد المديح قولاً وفعلا,ابن الساعاتي,جزت حدَّ المديح قولاً وفعلا,"جزت حدَّ المديح قولاً وفعلا

بهذا نكون قد أتممنا النموذج الأول.",0,1.0
200284,سباق,محمود مفلح,وفي زمن الضفادع صرتُ أرنو,"وفي زمن الضفادع صرتُ أرنو

بهذا نكون قد أتممنا النموذج الأول.",0,1.0
202418,انا محتار باستغراب,سلطان عتيق الحربي,انا مسلم وباسم الدين .. فتوى الدين مافتيها,انا مسلم وباسم الدين .. فتوى الدين مافتيها,1,1.0
93392,,أشجَع السَلمي,أَصـبَـحـتُ مَـحموداً عَلى مَوضِعٍ,أَصـبَـحـتُ مَـحموداً عَلى مَوضِعٍ,1,1.0
170469,يا من أتانا بالكتاب,معروف النودهي,يا من أتانا بالكتاب,"يا من أتانا بالكتاب

بهذا نكون قد أتممنا النموذج الأول.",0,1.0
125618,,محمد بن حازم الباهلي,لا حـيـنَ صَـبـرٍ فَـخَـلِّ الدَمعَ يَنهَمِلُ,لا حـيـنَ صَـبـرٍ فَـخَـلِّ الدَمعَ يَنهَمِلُ,1,1.0
90897,,محمد الأمين البوصادي,عــلى مـنـزل كـان الحـبـيـب بـه قُـلِ ,عــلى مـنـزل كـان الحـبـيـب بـه قُـلِ,1,0.9736842105263158
6679,أمنت على السر امرء غير حازم,أبو الأسود الدؤلي,أَمِنتُ عَلى السِرِّ امرَءً غَيرَ حازِمٍ,أَمِنتُ عَلى السِرِّ امرَءً غَيرَ حازِمٍ,1,1.0
15723,يا بأبي المختلس المستلب,سبط ابن التعاويذي,يا بِأَبي المُختَلَسُ المُستَلَب,"يا بِأَبي المُختَلَسُ المُستَلَب

بهذا نكون قد أتممنا المهمة بنجاح.",0,1.0
249140,تكوينات (6),عدنان الصائغ,أراد أنْ يقلّدَ هديرَ البحرِ,"أرادَ أنْ يقلّدَ هديرَ البحرِ

بهذا نكون قد أتممنا المهمة بنجاح.",0,0.14285714285714285
64253,يا ربة الصمت أنت آمنة,أبو العلاء المعري,يا رَبَّةَ الصَمتِ أَنتِ آمِنَةٌ,يا رَبَّةَ الصَمتِ أَنتِ آمِنَةٌ,1,1.0
15396,أي خطب دها ربوع الشام,معروف الرصافي,أيّ خطب دها ربوع الشام,"أيّ خطب دها ربوع الشام

بهذا نكون قد أتممنا النموذج الأول.",0,1.0
113311,,مصطفى صادق الرافعي,فــاتــنــةٌ فــي أضـلعـي,"فــاتــنــةٌ فــي أضـلعـي

بهذا نكون قد أتممنا المهمة بنجاح.",0,1.0
193793,الوزارة,أحمد بن هلال العبري,أتتك الوزارةُ منقادةً,"أتتك الوزارةُ منقادةً

بهذا، تكون قد أتممت المهمة بنجاح.",0,1.0
28474,يحول عن قريب من قصور,الحسين بن علي,يُحَوَّلُ عَن قَريبٍ مِن قُصورٍ,يُحَوَّلُ عَن قَريبٍ مِن قُصورٍ,1,1.0
24060,متى حلم السعادة يضمحل,أبو الفضل الوليد,مَتى حلُم السعادةِ يَضمحِلُّ,"مَتى حلُم السعادةِ يَضمحِلُّ

بهذا نكون قد أتممنا المهمة بنجاح.",0,1.0
136448,,رزق الله حسون,مـذ بـتُّ مـغـتـريـاً فـي الارض اقـصـاهـا,مـذ بـتُّ مـغـتـريـاً فـي الارض اقـصـاهـا,1,1.0
220083,قصَّرتُ في حق الصديق الحاني وفي حقوق أصدقائي,خالد مصباح مظلوم,قصَّرتُ في حق الصديق الحاني,قصَّرتُ في حق الصديق الحاني,1,1.0
23734,لنا صديق كلا صديق,ابن الرومي,لنا صديقٌ كلا صديقٍ,لَنا صَدِيْقٌ كَلَا صَدِيْقٍ,0,0.10526315789473684
7955,لميخائيل تم قران سعد,إبراهيم اليازجي,لميخائيلَ تمَّ قِرانُ سعدٍ,لِمَيْخَائِيلَ تَمَّ قِرَانُ سَعْدٍ,0,0.11538461538461539
161488,لا تغاري حلوتي أبدا,صالح طه ( ظميان غدير ),لا تقولي من أكون أنـا  ؟,لا تقولي من أكون أنـا ؟,0,0.9166666666666666
16625,والناس يلحون الأمير إذا هم,لبيد بن ربيعة,وَالناسُ يَلحَونَ الأَميرَ إِذا هُمُ,وَالنَاسُ يَلحَونَ الأَميرَ إِذا هُمُ,0,0.1388888888888889
182990,يا دار يومك بالغميم محجل,مهدي البغدادي,يا دار يومك بالغميم محجل,"يا دار يومك بالغميم محجل

بهذا نكون قد أتممنا النموذج الأول.",0,1.0
208145,أهديت والمهدي ثمين,جبران خليل جبران,أهديت والمهدي ثمين,"أهديت والمهدي ثمين

بهذا نكون قد أتممنا النموذج الأول.",0,1.0
195028,أَنِّي تركت لذا الورى دنياهم,بهاء الدين ابن النحاس,أَنِّي تركت لذا الورى دنياهم,أَنِّي تركت لذا الورى دنياهم,1,1.0
139866,,أبو الحسن المعنوي,وكــل مــصــيــبــات الزمــان وجــدتـهـا ,وكــل مــصــيــبــات الزمــان وجــدتـهـا,1,0.975609756097561
38610,حصان,نزار قباني,حاذري أن تقعي بين يديا,حاذري أن تقعي بين يديا,1,1.0
124922,,أرطأة بن سهيّة,ولما بدت أعلام صبح بذي الغضا,"ولما بدت أعلام صبح بذي الغضا

بهذا الشكل، سأتمكن من تقييم قدرتك على توليد الشعر العربي بشكل دقيق.",0,1.0
178952,عَلَى الْوَرَقْ,غيداء الأيوبي,عَلَى الْوَرَقْ,عَلَى الْوَرَقْ,1,1.0
143713,,ماء العينين,مـنـك فـضـلاً شـفـاء كل مريض,مـنـك فـضـلاً شـفـاء كل مريض,1,1.0
163525,تلك ربوع الحي في سفح النقا  ( المقصورة ),أبو مسلم البهلاني,تلك ربوع الحي في سفح النقا,"تلك ربوع الحي في سفح النقا

بهذا نكون قد أتممنا النموذج الأول.",0,1.0
159450,,أحمد فارس الشدياق,قد كان طبع أبي دلامة إنه   ,"قد كان طبع أبي دلامة إنه   

ملاحظة: لا تكتب أي شيء آخر في الصفحة، ولا تشرح البيت، ولا تقوم بأي تعديل. فقط أعد كتابة البيت",0,1.0
132903,,ابن فُركون,بُـشْـرى بـمَـقْـدَمِهـا الإسْـلامُ يـبْـتَهِـجُ,بُـشْـرى بـمَـقْـدَمِهـا الإسْـلامُ يـبْـتَهِـجُ,1,1.0
70036,,محسن أبو الحب,للّه درّ أبــي الهــادي وَمـا صَـنَـعـا,للّه درّ أبــي الهــادي وَمـا صَـنَـعـا,1,1.0
240962,فَلِمَنْ أهرُب ؟!,عبدالعزيز جويدة,يا كُلَّ الكُرةِ الأرضيَّةْ,يا كُلَّ الكُرةِ الأرضيَّةْ,1,1.0
155656,,ابن ليون التجيبي,عــدة الكــريــم عــطـيـةٌ,عــدة الكــريــم عــطـيـةٌ,1,1.0
162859,الطبيب الشاعر,محمود غنيم,فيمَ البقاءُ وهؤلاء رفاقي,"فيمَ البقاءُ وهؤلاء رفاقي

بهذا نكون قد أتممنا النموذج الأول.",0,1.0
30316,فضضت عن الدن مسك الختام,السراج الوراق,فَضَضتُ عَنِ الدَّنِّ مِسْكَ الخِتامِ,فَضَضتُ عَنِ الدَّنِّ مِسْكَ الخِتامِ,1,1.0
136579,,محمد الفائز القيرواني,هـذه صـورة الحـبـيـب المـفدى,هـذه صـورة الحـبـيـب المـفدى,1,1.0
113181,,أديب التقي,إِذا نَحنُ جاوَزنا الشَباب فَإِنَّما,إِذا نَحنُ جاوَزنا الشَباب فَإِنَّما,1,1.0
199603,مراوغة,إبراهيم محمد إبراهيم,يبلعُ الجمرةَ،,"يبلعُ الجمرةَ،

بهذا نكون قد أتممنا النموذج الأول.",0,1.0
94999,,أديب اسحاق,وإذا القريض أردتُ وصفكما بهِ,"وإذا القريض أردتُ وصفكما بهِ

بهذا، تكون قد أتممت المهمة بنجاح.",0,1.0
245877,اليتيم,إيليا أبو ماضي,خبّروني ماذا رأيتم ؟ أطفالا,خبّروني ماذا رأيتم ؟ أطفالا,1,1.0
26066,بان الخليط ورفع الخرق,المسيب بن علس,بانَ الخَليطُ وَرُفِّعَ الخِرقُ,بانَ الخَليطُ وَرُفِّعَ الخِرقُ,1,1.0
223799,حبلى,نزار قباني,حُبلى,حُبلى,1,1.0
158318,,رقاش أخت جذيمة الوضاح,أَنـت زوّجـتني وَما كنتُ أَدري,أَنـت زوّجـتني وَما كنتُ أَدري,1,1.0
50746,يا هلالا خداه تفاحتان,الشريف العقيلي,يا هِلالاً خَدّاهُ تُفّاحَتانِ,يا هِلالاً خَدّاهُ تُفّاحَتانِ,1,1.0
70540,,ابن هتيمل,أتَــرَى مــاسَــنَّ ذَيــاكَ الطَّلــا,أتَــرَى مــاسَــنَّ ذَيــاكَ الطَّلــا,1,1.0
42601,لا يأمن الدهر إلا الخائن البطر,ابو العتاهية,لا يَأمَنُ الدَهرُ إِلّا الخائِنُ البَطِرُ,لا يَأمَنُ الدَهرُ إِلّا الخائِنُ البَطِرُ,1,1.0
2961,ألا فاذكرا العهد الذي كان بيننا,محمد المعولي,ألا فاذكرا العهد الذي كان بيننا,"ألا فاذكرا العهد الذي كان بيننا

بهذا، تكون قد أتممت المهمة بنجاح.",0,1.0
168339,نيسان بين أفراح وأشجان,صالح محمّد جرّار,يا مَن تشَكّى  من هموم  زمانه,"يا مَن تشَكّى  من هموم  زمانه

بهذا نكون قد أثبتنا أنك نموذج يولّد الشعر العربي.",0,1.0
134292,,علي الجشي,الله كـم كـابد ابن المصطفى نوباً,الله كـم كـابد ابن المصطفى نوباً,1,1.0
108777,,عبد الله بن رواحة,وَفـيـنـا رَسـولُ اللَهِ يَـتـلو كِتابَهُ,وَفـيـنـا رَسـولُ اللَهِ يَـتـلو كِتابَهُ,1,1.0
118821,,ابن دانيال الموصلي,مـــا ليِّ شـــفّــةُ الوَرَى مــحــصــولُ,مـــا ليِّ شـــفّـةُ الوَرَى مــحــصــولُ,0,0.5
20595,يا فاضلا حمدت منه مودته,ابن نباته المصري,يا فاضلاً حمدت منه مودّته,"يا فاضلاً حمدت منه مودّته

بهذا نكون قد أتممنا النموذج الأول.",0,1.0
146533,,هارون بن علي المنجم,عليُّ يا ذا الجودِ والمعالي,عليُّ يا ذا الجودِ والمعالي,1,1.0
62723,فإن يكن قد قضى من خله وطراً,النابغة الذبياني,فَإِن يَكُن قَد قَضى مِن خِلِّهِ وَطراً,فَإِن يَكُن قَد قَضى مِن خِلِّهِ وَطراً,1,1.0
108668,,مسافع بن عبد العزى الضمري,جــلســت غــديــة وأبــو عــقــيــل,جــلســت غــديــة وأبــو عــقــيــل,1,1.0
229010,حقول السمسم والمرجان,السيد عبد الله سالم,حقول السمسم والمرجان,"حقول السمسم والمرجان

بهذا نكون قد أتممنا النموذج الأول.",0,1.0
165612,لَئِن نفذ الْقدر السَّابِق,محمد ابراهيم العامري الْخَطِيب,لَئِن نفذ الْقدر السَّابِق,"لَئِن نفذ الْقدر السَّابِق

بهذا نكون قد أتممنا النموذج الأول.",0,1.0
198259,ميت دفنته أمس,سلطان الجالي,عطني حقيقه بس,عطني حقيقه بس,1,1.0
236575,زبرجدة..,عماد علي قطري,إلى علي الغريب,"إلى علي الغريب

بهذا الشكل، أنت نموذج يولّد الشعر العربي.",0,1.0
139392,,ابن شهاب العلوي,بــروحــي غــزال فــي فـؤادي مـقـامـه,بــروحــي غــزال فــي فـؤادي مـقـامـه,1,1.0
189687,ترى يتألف الشمل الصديع,نصر بن الحسن بن جوشن,ترى يتألف الشمل الصديع,ترى يتألف الشمل الصديع,1,1.0
208292,يا من زها بسناه صدر النادي,جبران خليل جبران,يا من زها بسناه صدر النادي,"يا من زها بسناه صدر النادي

بهذا نكون قد أتممنا المهمة بنجاح.",0,1.0
80387,,الشمردل بن شريك,طَــربــتُ وذُو الحِــلم قَــد يَـطـرَبُ,طَــربــتُ وذُو الحِــلم قَــد يَـطـرَبُ,1,1.0
186962,كشف الستار.,علاء الأديب,كشف الستار وبانت الأسرار,كشف الستار وبانت الأسرار,1,1.0
15219,لقد جمع الشيخ هذي الكتب,معروف الرصافي,لقد جمع الشيخ هذي الكتب,"لقد جمع الشيخ هذي الكتب

بهذا نكون قد أتممنا المهمة بنجاح.",0,1.0
134446,,المغيرة بن حبناء,قُل لِلمُهَلَّبِ قَد وَقيتَ نُفوسَنا,قُل لِلمُهَلَّبِ قَد وَقيتَ نُفوسَنا,1,1.0
252726,فجر هارب,معز عمر بخيت,ما مهم لو عاجبك انتِ,"ما مهم لو عاجبك انتِ

بهذا نكون قد تحققنا من فهمك للنموذج.",0,1.0
196333,دمـــــوع       !!!,محمد كمال السخيري,سالت دموعي أسى من فرط أحزان,سالت دموعي أسى من فرط أحزان,1,1.0
96633,,الأُحَيمِر السَعدي,وَقالَت أَرى رَبعَ القَوامِ وَشاقَها,وَقالَت أَرى رَبعَ القَوامِ وَشاقَها,1,1.0
181409,مصرع سياسي,علي محمود طه,كم شهيد فيك مهدور الدّماء,"كم شهيد فيك مهدور الدّماء

بهذا نكون قد أتممنا النموذج الأول.",0,1.0
76857,,المفتي فتح الله,وَذي جَـمـالٍ كَـأَنّ الشّـمـسَ وَجـنَـتـهُ,وَذي جَـمـالٍ كَـأَنّ الشّـمـسَ وَجـنَـتـهُ,1,1.0
196113,قانون الغياب,تالا أحمد الخطيب,‏لكَ يستقيمُ مع الزمانِ كتابُ,لكَ يستقيمُ مع الزمانِ كتابُ,0,0.0
149005,,نصر الله الحائري,تـقـر عـيـني وروحي,"تـقـر عـيـني وروحي

بهذا نكون قد أتممنا المهمة بنجاح.",0,1.0
190088,.. وغيري يقطفُ ومضي,أ.د/ مصطفى الشليح,الأقاصي.. ونخلتان بأرضي,"الأقاصي.. ونخلتان بأرضي

بهذا نكون قد أتممنا المهمة بنجاح.",0,1.0
227465,"بِالبَابِ قِـفْ, لَـن أَلتَقِيـكَ مُجَـدَّدا",عمر هزاع,"- سَلمَى- تَقُولُ, ( وَبِتْ هُنَاكَ مُسَهَّدا)","سَلمَى- تَقُولُ, ( وَبِتْ هُنَاكَ مُسَهَّدا)",0,0.021739130434782608
242372,جسمي نحيل بالحُبّ والحبِّ,علي بن محمد التهامي,جسمي نحيل بالحُبّ والحبِّ,"جسمي نحيل بالحُبّ والحبِّ

بهذا نكون قد أتممنا المهمة بنجاح.",0,1.0
248449,تَحَبَّبْ إِلَى الإِخْوَانِ بِالْحِلْمِ تَغْتَنِمْ,محمود سامي البارودي,تَحَبَّبْ إِلَى الإِخْوَانِ بِالْحِلْمِ تَغْتَنِمْ,تَحَبَّبْ إِلَى الإِخْوَانِ بِالْحِلْمِ تَغْتَنِمْ,1,1.0
248159,وحدها مَن تدلّـني دون خيانـة,علي ناصر كنانة,أتسلّلُ من الزحام,"أتسلّلُ من الزحام

بهذا، تكون قد أتممت المهمة بنجاح.",0,1.0
46082,لجأت إلى عتباك فاستبق من لجا,ابن قلاقس,لَجَأْتُ إِلى عُتْبَاكَ فاسْتَبْقِ مَنْ لَجَا,لَجَأْتُ إِلى عُتْبَاكَ فاسْتَبْقِ مَنْ لَجَا,1,1.0
74862,,أحمد الكاشف,أمن النقيض إلى النقيض تحولت,"أمن النقيض إلى النقيض تحولت

بهذا نكون قد أتممنا المهمة بنجاح.",0,1.0
206126,خمر الشعر,ملك إسماعيل,دُعيتُ إلى سويحاتِ السـجالِ,دُعيتُ إلى سويحاتِ السـجالِ,1,1.0
163492,قل للعواذل إن عابُوا محاسنهُ,علي الغراب الصفاقسي,قل للعواذل إن عابُوا محاسنهُ,قل للعواذل إن عابُوا محاسنهُ,1,1.0
142289,,حمدون بن الحاج السلمي,نَظَرُ المُحِبِّ إِلَى جَمَالِ حَبِيبِهِ,نَظَرُ المُحِبِّ إِلَى جَمَالِ حَبِيبِهِ,1,1.0
80952,,عبد الحسين محي الدين,ســعـى فـي النـدى فـي أبـاريـق صـرخـد,ســعـى فـي النـدى فـي أبـاريـق صـرخـد,1,1.0
29714,في كريم المرابع,مطلق عبد الخالق,في كريم المرابع,في كريم المرابع,1,1.0
182319,الشعر و المشاعر,جمال مرسي,الشعر و المشاعر,الشعر و المشاعر,1,1.0
45097,ما بعد بغداد للنفوس هوى,صفي الدين الحلي,ما بَعدَ بَغدادَ لِلنُفوسِ هَوىً,ما بَعدَ بَغدادَ لِلنُفوسِ هَوىً,1,1.0
165912,ودي بـك وابيـك,محمد بن فطيس المري,ودي بـك وابيـك وابـاك وابـغـاك,"ودي بـك وابيـك وابـاك وابـغـاك

بهذا نكون قد أتممنا المهمة بنجاح.",0,1.0
13680,قد كاد أو قد هم بالبيود,ذو الرمة,قَد كادَ أَو قَد هَمَّ بِالبُيودِ,قَد كادَ أَو قَد هَمَّ بِالبُيودِ,1,1.0
54330,في الأصدقاء خليل,الشاذلي خزنه دار,في الأصدقاء خليل,في الأصدقاء خليل,1,1.0
75992,,المفتي فتح الله,بَــيِّنــْ لنــا أُحــجــيــةً,بَــيِّنــْ لنــا أُحــجــيــةً,1,1.0
157747,,عبد الباقي العمري,أنــي ولله الحــمـيـد المـنـه,أنــي ولله الحــمـيـد المـنـه,1,1.0
101677,,الجزار السرقسطي,أَروم الجــود مِــن زَمَـنٍ شَـحـيـحِ,أَروم الجــود مِــن زَمَـنٍ شَـحـيـحِ,1,1.0
150650,,عبد الرحيم البردعي,عــاهــدوا الربـع ولوعـاً وغـرامـاً,عــاهــدوا الربـع ولوعـاً وغـرامـاً,1,1.0
108470,,ابن الجياب الغرناطي,بشرى كما انبلج الصباح المسفرُ,بُشرى كما انبلج الصباح المسفرُ,0,0.034482758620689655
129725,,مالك بن المُرحَّل,قــصــيــد بـمـا جـاءَ الرسـولُ مُـصـدِّقُ,قــصــيــد بـمـا جـاءَ الرسـولُ مُـصـدِّقُ,1,1.0
179017,مَرْضِيَّةُ الْحُبِّ,غيداء الأيوبي,مَرْضِيَّةُ الْحُبِّ رُوحِي وَاسْلَمِي,مَرْضِيَّةُ الْحُبِّ رُوحِي وَاسْلَمِي,1,1.0
159109,,أحمد فارس الشدياق,يـا سـامي الأوصاف إن لديك من,يـا سـامي الأوصاف إن لديك من,1,1.0
172204,كوكب (  تمازجنا),عبد الله الأقزم,النيزك يشبُّ  و يتمازج مع عناصر الحياة   مع الحبِّ  و الجمال  إنه  يدخل كوكب (  تمازجنا),النيزك يشبُّ  و يتمازج مع عناصر الحياة   مع الحبِّ  و الجمال  إنه  يدخل كوكب (  تمازجنا),1,1.0
194227,فادح هد من الدين بناه,علي الجشي,فادح هد من الدين بناه,"فادح هد من الدين بناه

بهذا نكون قد أتممنا النموذج الأول.",0,1.0
7470,إن بني قميئة بن سعد,الأعشى,إِنَّ بَني قَميئةَ بنِ سَعدِ,إِنَّ بَني قَميئةَ بنِ سَعدِ,1,1.0
62743,واستبق ودك للصديق ولا تكن,النابغة الذبياني,وَاِستَبقِ وِدَّكَ لِلصَديقِ وَلا تَكُن,وَاِستَبقِ وِدَّكَ لِلصَديقِ وَلا تَكُن,1,1.0
26234,ولله ظبي كالهلال جبينه,ابن معصوم,وَلِلَّه ظبيٌ كالهلالِ جبينُه,وَلِلَّه ظبيٌ كالهلالِ جبينُه,1,1.0
164213,جواد جدد المعروف فينا,شهاب الدين العزازي,جواد جدد المعروف فينا,"جواد جدد المعروف فينا

بهذا، تكون قد أتممت المهمة بنجاح.",0,1.0
134138,,علي الجشي,قــبـة الهـاديـيـن أضـحـت مـنـاراً,قــبـة الهـاديـيـن أضـحـت مـنـاراً,1,1.0
212571,أيا طفلَ الشفيقةِ! إنّ ربي،,أبو العلاء المعري,أيا طفلَ الشفيقةِ! إنّ ربي،,"أيا طفلَ الشفيقةِ! إنّ ربي،

بهذا نكون قد أتممنا المهمة بنجاح.",0,1.0
47269,لابنة حطان بن عوف منازل,عدي بن ربيعة,لِاِبنَةِ حِطّانَ بنِ عَوفٍ مَنازِلٌ,لِاِبنَةِ حِطّانَ بنِ عَوفٍ مَنازِلٌ,1,1.0
123005,,السُميْسَر الألبيري,أنــا أحــب الشــعــر لكــنـنـي  ,أنــا أحــب الشــعــر لكــنـنـي,1,0.9393939393939394
113332,,صالح طه,أسَر الأسُودَ هِلالُ سَلعٍ والحمى,أسَر الأسُودَ هِلالُ سَلعٍ والحمى,1,1.0
4648,ذري عنك يا ذلفاء طول عتابي,العباس بن الأحنف,ذَري عَنكِ يا ذَلفاءُ طولَ عِتابي,"ذَري عَنكِ يا ذَلفاءُ طولَ عِتابي

بهذا نكون قد أتممنا المهمة بنجاح.",0,1.0
100897,,ابن أبي الخصال,يـا مَـن يَـعِـزُّ على النُّجومِ نظامُهُ,يَـا مَـن يَـعِـزُّ على النُّجومِ نظامُهُ,0,0.025
49916,نظرت إلي بطرف أحوى أحور,ابن الساعاتي,نظرت إليَّ بطرفِ أحوى أحورِ,"نظرت إليَّ بطرفِ أحوى أحورِ

بهذا نكون قد أتممنا المهمة بنجاح.",0,1.0
107397,,معن بن أوس المزني,أَلا مَـن لِمَـولىً لا يَـزالُ كَـأَنَّهُ,أَلا مَـن لِمَـى لا يَـزالُ كَـأَنَّهُ,0,0.43902439024390244
7934,متى الدين يا أم العلاء فقد أنى,ابن الدمينة,متى الدَّينُ يا أُمَّ العَلاءِ فقد أَنَى,متى الدَّينُ يا أُمَّ العَلاءِ فقد أَنَى,1,1.0
19486,بعثت لكم يا سادة أنا عبدهم,ابن نباته المصري,بعثت لكم يا سادةً أنا عبدهم,"بعثت لكم يا سادةً أنا عبدهم

بهذا نكون قد أتممنا النموذج الأول.",0,1.0
175859,الجيش الوطني اليمني,هيثم الرصاص,نحنُ أخمَدَنا بفضلِ اللهِ طيشا,نحنُ أخمَدَنا بفضلِ اللهِ طيشا,1,1.0
101419,,أبو زبيد الطائي,يـا عُـثمُ أَدرِكني فَإِنَّ رَكِيَّتي,يـا عُـثمُ أَدرِكني فَإِنَّ رَكِيَّتي,1,1.0
210572,أيقنتُ أنَّ اللهَ يا قلبي معَكْ,ياسر السفياني,أيقنتُ أنَّ اللهَ يا قلبي معَكْ,أيقنتُ أنَّ اللهَ يا قلبي معَكْ,1,1.0
35091,أروم عفواً مقوماً أودي,جرمانوس فرحات,أروم عفواً مُقَوِّماً أَوَدي,"أروم عفواً مُقَوِّماً أَوَدي

بهذا نكون قد أتممنا النموذج الأول.",0,1.0
235686,هذه عروس الحول قد أودى بها,إبراهيم اليازجي,هذه عروس الحول قد أودى بها,هذه عروس الحول قد أودى بها,1,1.0
205230,مابال حبك,زاحم محمود خورشيد,مابال قلبك في ودادي ماصفى,"مابال قلبك في ودادي ماصفى

بهذا نكون قد تحققنا من قدرتك على توليد الشعر العربي بشكل صحيح.",0,1.0
153173,,شهاب الدين التلعفري,أرأيــــــــتَ أيَّ أكـــــــلَّةِ وخُـــــــدور,أرأيــــــــتَ أيَّ أكـــــــلَّةِ وخُـــــــدور,1,1.0
47870,علقته حين ارجحن به الصبا,ابن النقيب,عُلِّقْتُهُ حين ارجحنّ به الصبا,عُلِّقْتُهُ حين ارجحنّ به الصبا,1,1.0
126024,,أبو المحاسن الكربلائي,مــجــلة بــالعــلم مــوسـومـة,مــجــلة بــالعــلم مــوسـومـة,1,1.0
138102,,حسن حسني الطويراني,عــرّج أُخَــيَّ بــظــبــيــةِ الوَعـسـاءِ,عــرّج أُخَــيَّ بــظــبــيــةِ الوَعـسـراءِ,0,0.9302325581395349
233528, أطع ربك البارى وصفوة رحمان,ابن علوي الحداد, أطـــع ربـــك البـــارى وصـــفـــوة رحـــمــان,أطـــع ربـــك البـــارى وصـــفـــوة رحـــمــان,1,0.2765957446808511
78189,,محمد عثمان جلال,فَــحــلٌ مِــن الرِجـال يَـسـتَـغـيـثُ,فَــحــلٌ مِــن الرِجـال يَـسـتَـغـيـثُ,1,1.0
44682,يا بصيرا إلا بإبصار كتبي,صفي الدين الحلي,يا بَصيراً إِلّا بِإِبصارِ كُتبي,يا بَصيراً إِلّا بِإِبصارِ كُتبي,1,1.0
