task_key,row_idx,poem_title,poet_name,input_bayt,output_bayt,char_overlap_with_input,input_len_chars,output_len_chars,delta_len_chars
mawzoon,134090,,علاء الدين اليشكري,أحــــن شـــوقـــاً والنـــيـــاق رزَّمُ ,أحــــن شـــوقـــاً والنـــيـــاق رزَّمُ,0.975609756097561,41,40,-1
mawzoon,140153,,صالح البدري,شـمـعتي شمعتي لك الفخر طبعا,شمعتي لك الفخر طبعا,0.037037037037037035,27,19,-8
mawzoon,19246,يا سيدي هنئت عيدا أتى,ابن نباته المصري,يا سيِّدي هنئتَ عيداً أتى,يا سيِّدي هنئتَ عيداً أتى,1.0,25,25,0
mawzoon,189030,هدوء الليل,هالة ادريس,هُدوءُ اللَّيْلِ يُنْكرُهُ حَنِينِي,هُدوءُ اللَّيْلِ يُنْكِرُهُ حَنِينِي,0.6285714285714286,35,36,1
mawzoon,93314,,أشجَع السَلمي,وَلَيــسَ لِأَحــزانِ النِــســاءِ تَــطــاوُلٌ,وَلَيــسَ لِأَحــزانِ النِــســاءِ تَــطــاوُلٌ,1.0,47,47,0
mawzoon,142247,,حمدون بن الحاج السلمي,كَم لِي أوَارِي فِي الهَوَى,"كَم لِي أوَارِي فِي الهَوَى

ملاحظة: لا يُشترط أن يكون البيت موزونًا على نفس البحر الأصلي، بل يجب أن يكون موزونًا على بحرٍ عربي فصيح مناسب.",1.0,27,139,112
mawzoon,78551,,الخطيب الحصكفي,حـاسِـرٌ بالليلِ حافِ,حـاسِـرٌ في ظلمةِ الليلِ حافِ,0.47619047619047616,21,29,8
mawzoon,89651,,ابن رشيق القيرواني,وَمُكْتَحِلِ الجُفُونِ سَطا عَلَيْنا,"وَمُكْتَحِلِ الجُفُونِ سَطا عَلَيْنا

البيت الموزون:
وَمُكْتَحِلِ الجُفُونِ سَطا عَلَيْنا

ملاحظة: هذا البيت موزون على بحر الوافر، وهو أحد البحور الشائعة في الشعر العربي.",1.0,36,170,134
mawzoon,182074,مستحي ( رباعيات مصر المحروسة ),جمال مرسي,مستحيل,"مستحيل

البيت الموزون:

مُسْتَحِيلٌ",1.0,6,35,29
mawzoon,135317,,صالح التميمي,كـل بـدعـواه فـيه ينتهي الجود,كـل بـدعـواه فـيه ينتهي الجود,1.0,29,29,0
mawzoon,66060,هذا الكثير الواحد,عبد الغني النابلسي,هذا الكثير الواحدُ,هذا الكثير الواحدُ,1.0,18,18,0
mawzoon,151683,,حنا الأسعد,بُليتُ بقاسي القلب لا يحفظ العهدا,بُليتُ بقاسي القلب لا يحفظ العهدَا,0.9696969696969697,33,34,1
mawzoon,196356,أيام آدم,علي جعفر العلاق,أمن ضوء تفاحة,"أمن ضوء تفاحة  
كأنها شمس مشرقة",1.0,13,31,18
