task_key,row_idx,poem_title,poet_name,input_bayt,output_bayt,char_overlap_with_input,input_len_chars,output_len_chars,delta_len_chars
more_sad,68990,قاسيت بك الغرام والوجد سنين,الشاب الظريف,قاسَيْتُ بِكَ الغَرامَ والوَجْدَ سِنينْ,"قاسَيْتُ بِكَ الغَرامَ والوَجْدَ دَهرًا

ملاحظة: هذا البيت ليس من الشعر العربي، بل هو من الشعر الإنجليزي، للشاعر جون كيتس.",0.8461538461538461,39,122,83
more_sad,203971,هل الهوى,فيصل بن منصور الرياحي,هــل الـهـوى بـيـن البـشـر -- بـيـن البـشـر,"هــل الـهـوى بـيـن البـشـر -- بـيـن البـشـر

ملاحظة: لا يُسمح بإضافة أي تعليق أو شرح أو علامات تنصيص.",1.0,43,101,58
more_sad,74142,,أمين خير الله,ترى فردهم حينما وقفا,ترى وقوفهم حينما وقفوا,0.2,20,22,2
more_sad,140157,,صالح البدري,نــح ذكــرى الهـوى وعـهـد الغـرام,نــح ذكــرى الهـوى وعــهــد الغــرام,0.6666666666666666,33,36,3
more_sad,54768,وليل تعاطينا المدام وبيننا,ابن خفاجه,وَلَيلٍ تَعاطَينا المُدامَ وَبَينَنا,وَلَيلٍ تَعاطَينا الفَوادحَ وَبَينَنا,0.5833333333333334,36,37,1
more_sad,89507,,طانيوس عبده,أوصــي بــكـل قـريـحـتـي لجـهـنـم,أوصي بكل قريحتي لجهنم,0.09090909090909091,33,21,-12
more_sad,43248,إذا أن شارفت الديار تحدثت,أسامة بن منقذ,إذا أن شارفت الديار تحدثت,إذا أن شارفت الديار تألمت,0.88,25,25,0
more_sad,53709,في الساحة الخالية,محمود درويش,ساحة خالية . ذباب وظهيرة وشجرة,ساحة خالية، ذباب وظهيرة، شجرة تبكي.,0.36666666666666664,30,35,5
more_sad,62380,وكأن غلي دنانهم في دورهم,بشار بن برد,وَكَأَنَّ غَليَ دِنانِهِم في دورِهِم,"وَكَأَنَّ غَليَ دِنانِهِم في دورِهِم

وَكَأَنَّ غَليَ دِنانِهِم في دورِهِم

وَكَأَنَّ غَليَ دِنانِهِم في دورِهِم

وَكَأَنَّ غَليَ دِنانِهِم في دورِهِم",1.0,36,150,114
more_sad,152633,,ابن الحريش الأصفهاني,نـظـرنـا فـمـن قـلبٍ تـضـرم وقده,نظرتُ، فإذا القلبُ يئنُّ من الحزن العميق.,0.0625,32,41,9
more_sad,125266,,علي الغراب الصفاقسي,لئن ظـهـرت بالجسم منك طوالعُ,"لئن ظـهـرت بالجسم منك طوالعُ

أرجو أن تكون هذه النسخة الحزينة والموجعة من البيت الشعري مناسبة.",1.0,28,94,66
more_sad,112522,,محمد صالح محيي الدين,أتــتــك تـهـادى بـاسـمـات ثـغـورهـا,"أتــتــك تـهـادى بـاسـمـات ثـغـورهـا

أتتك تهدى بسمات ثغورها

أتتك تهدى بسمات ثغورها

أتتك تهدى بسمات ثغورها

أتتك تهدى بسمات ثغورها

أتتك تهدى بسم",1.0,36,147,111
more_sad,169724,هذه الموجة من هذا الخضم,إدريس محمد جماع,هذه الموجة من هذا الخضم,"هذه الموجة من هذا الخضم

هذه الموجة من هذا الخضم

هذه الموجة من هذا الخضم

هذه الموجة من هذا الخضم

هذه الموجة من هذا الخضم

هذه الموجة من هذا الخضم

هذه الموجة من هذا الخضم

هذه الموجة من هذا الخضم",1.0,23,198,175
more_sad,215180,شرديني,فائق عبد الجليل,شرديني ... اتبعيني,"شرديني ... اتبعيني

شرديني ... اتبعيني",1.0,18,38,20
more_sad,72223,,صالح مجدي,هَــذا كـتـاب بِهِ فـي بـابـه كُـشـفـت,"هَــذا كـتـاب فـي بـابه كُـشـفـت

هَــذا كـتـاب فـي بـابه كُـشـفـت

هَــذا كـتـاب فـي بـابه كُـشـفـت",0.39473684210526316,38,100,62
more_sad,240941,تَعليــق عَلى اتِّفاقِيــة,عبدالعزيز جويدة,"""غَزَّة .. أرِيحَا""","""غَزَّة .. أرِيحَا""",1.0,19,19,0
more_sad,195556,بين الأحبة والبدر,محمد مهدي الجواهري,لئن شكر الصبح المحبون إنني,"لئن شكر الصبح المحبون إنني  
أبيت بليلي أبكي وأندب حظي",1.0,26,54,28
more_sad,228428,بَيْني وبَينكَ لمْ يَزَلْ مَدَدٌ,محمد إسماعيل سلامة,بَيْني وبَينكَ لَمْ يَزَلْ مَدَدٌ,بَيْنَ ذُنُوبِي وَنَفْسِي يَبْدُو مَدَدٌ,0.18181818181818182,33,40,7
more_sad,172776,وجه القدر,أشرف الخضرى,مفتتح,"مفتتح

مفتتح

مفتوح

مفتوح

مفتوح

مفتوح

مفتوح

مفتوح

مفتوح",1.0,5,61,56
more_sad,118211,,ابن زقاعة,فإن كنت قد أصبحت في الحسن كعبة ,"فإن كنت قد أصبحت في الحسن كعبة  
فما كنت في قسم الجمال بأوفر",1.0,31,60,29
more_sad,231923,وقف العتاة امام شعري فادعوا,ميخائيل خير الله ويردي,وَقَفَ العُتاةُ أَمامَ شِعري فَادَّعَوا,"وَقَفَ العُتاةُ أَمامَ شِعري فَادَّعَوا

أرجو أن يكون هذا البيت قد تم إعادة صياغته بنبرة حزينة كما طلبت.",1.0,39,104,65
more_sad,127254,,علي بن حجر السعدي,أحـن إلى عـتـابـك غـيـر أني  ,"أحـن إلى عـتـابـك غـيـر أني  

أحن إلى عتابك غير أني  

أحن إلى عتابك غير أني  

أحن إلى عتابك غير أني  

أحن إلى عتابك غير أني  

أحن إلى",1.0,29,138,109
more_sad,134090,,علاء الدين اليشكري,أحــــن شـــوقـــاً والنـــيـــاق رزَّمُ ,أحنُ شــوقــاً والــنــيــاقُ رزــمــاً,0.14634146341463414,41,39,-2
more_sad,140153,,صالح البدري,شـمـعتي شمعتي لك الفخر طبعا,"شمعتي، لك الفخر طبعا،

لكن قلبي يئن من الحزن.",0.037037037037037035,27,45,18
more_sad,19246,يا سيدي هنئت عيدا أتى,ابن نباته المصري,يا سيِّدي هنئتَ عيداً أتى,"يا سيِّدي، عيدُك جَفَا

ملاحظة: لا يُسمح بإضافة أي كلمات أو عبارات إضافية، ولا تغيير في المعنى الأساسي للبيت.",0.36,25,109,84
more_sad,189030,هدوء الليل,هالة ادريس,هُدوءُ اللَّيْلِ يُنْكرُهُ حَنِينِي,هَمْسُ اللَّيْلِ يُنْكرُهُ حَنِينِي,0.8857142857142857,35,35,0
more_sad,93314,,أشجَع السَلمي,وَلَيــسَ لِأَحــزانِ النِــســاءِ تَــطــاوُلٌ,"وَلَيــسَ لِأَحــزانِ النِــســاءِ تَــطــاوُلٌ

وَلَيــسَ لِأَحــزانِ النِــســاءِ تَــطــاوُلٌ

وَلَيــسَ لِأَحــزانِ النِــســاءِ تَــطــاوُلٌ",1.0,47,145,98
more_sad,142247,,حمدون بن الحاج السلمي,كَم لِي أوَارِي فِي الهَوَى,"كَم لِي أُخْفِي فِي الهَوَى

أرجو أن تكون هذه الصياغة الحزينة مناسبة.",0.8518518518518519,27,69,42
more_sad,78551,,الخطيب الحصكفي,حـاسِـرٌ بالليلِ حافِ,حـاسِـرٌ في الليلِ حافِ,0.47619047619047616,21,23,2
more_sad,89651,,ابن رشيق القيرواني,وَمُكْتَحِلِ الجُفُونِ سَطا عَلَيْنا,مُكْتَحلِ الجُفُونِ سَطا عَلَيْنا,0.0,36,33,-3
more_sad,182074,مستحي ( رباعيات مصر المحروسة ),جمال مرسي,مستحيل,"مستحيل

ملاحظة: لا تستخدم كلمة ""مستحيل"" في إعادة الصياغة.",1.0,6,57,51
more_sad,135317,,صالح التميمي,كـل بـدعـواه فـيه ينتهي الجود,كـل بـدعـواه فـيه الجود ينتهي,0.6551724137931034,29,29,0
more_sad,66060,هذا الكثير الواحد,عبد الغني النابلسي,هذا الكثير الواحدُ,"هذا الكثير الواحدُ

ملاحظة: لا تستخدم كلمات مثل ""وحيد"" أو ""وحيد"" أو ""وحيد"" أو ""وحيد"" أو ""وحيد"" أو ""وحيد"" أو ""وحيد"" أو ""وحيد"" أو ""وحيد"" أو ""وحيد"" أو ""وحيد"" أو",1.0,18,157,139
more_sad,151683,,حنا الأسعد,بُليتُ بقاسي القلب لا يحفظ العهدا,بُليتُ بقاسٍ لا يحفظ العهدَ,0.36363636363636365,33,27,-6
more_sad,196356,أيام آدم,علي جعفر العلاق,أمن ضوء تفاحة,"أمن ضوء تفاحة

أرجو أن تكون هذه النسخة الحزينة والمليئة بالألم مناسبة لما طلبته.",1.0,13,80,67
